elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,74320.0,30636.0,43684.0,36619.3,33268.1,22589.5,21739.6,0.0,119258.3,0.0,25866.9,134534.5,573471.7,708006.2,451888.0,1031900.8,155877.6,42
1.1,75574.0,31890.0,43684.0,36667.5,33299.9,22637.4,21771.4,0.0,119262.1,0.0,25949.4,134538.5,573566.3,708104.8,451793.4,1031900.8,155929.5,42
2.1,75574.0,31890.0,43684.0,36686.0,33317.1,22655.1,21788.6,0.0,119262.5,0.0,25961.1,134539.0,573580.2,708119.2,451779.5,1031900.8,155948.5,42
3.1,75574.0,31890.0,43684.0,36686.1,33317.2,22655.2,21788.7,0.0,119262.5,0.0,25966.7,134539.0,573584.8,708123.8,451774.9,1031900.8,155948.6,42
4.1,75574.0,31890.0,43684.0,36681.6,33312.7,22650.7,21784.2,0.0,119262.5,0.0,25972.2,134539.0,573591.9,708130.9,451767.8,1031900.8,155944.2,42
5.1,75574.0,31890.0,43684.0,36669.7,33300.8,22638.9,21772.3,0.0,119262.5,0.0,25972.4,134539.0,573598.1,708137.1,451761.6,1031900.8,155932.3,42
6.1,75574.0,31890.0,43684.0,36620.3,33251.4,22589.4,21722.9,0.0,119262.5,0.0,25972.9,134539.0,573599.5,708138.5,451760.2,1031900.8,155882.8,42
7.1,75574.0,31890.0,43684.0,36620.4,33251.5,22589.5,21723.0,0.0,119262.5,0.0,25973.0,134539.0,573600.9,708139.9,451758.8,1031900.8,155882.9,42
8.1,75574.0,31890.0,43684.0,36620.4,33251.5,22589.5,21723.0,0.0,119262.5,0.0,25973.1,134539.0,573611.2,708150.2,451748.5,1031900.8,155883.0,42
9.1,75574.0,31890.0,43684.0,36620.5,33251.6,22589.6,21723.1,0.0,119262.5,0.0,25973.1,134539.0,573602.6,708141.6,451757.1,1031900.8,155883.0,42
10.1,75574.0,31890.0,43684.0,36574.5,33205.6,22543.6,21677.1,0.0,119262.5,0.0,25973.1,134539.0,573601.2,708140.2,451758.5,1031900.8,155837.0,42
11.1,75574.0,31890.0,43684.0,36544.5,33175.6,22513.6,21647.1,0.0,119262.5,0.0,25973.2,134539.0,573599.7,708138.7,451760.0,1031900.8,155807.0,42
12.1,75574.0,31890.0,43684.0,36506.1,33137.2,22475.3,21608.7,0.0,119262.5,0.0,25973.2,134539.0,573592.8,708131.8,451766.9,1031900.8,155768.7,42
13.1,75574.0,31890.0,43684.0,36399.3,33030.4,22368.4,21501.9,0.0,119262.5,0.0,25985.3,134539.0,573606.2,708145.2,451753.5,1031900.8,155661.9,42
14.1,75576.0,31892.0,43684.0,36318.5,32949.6,22287.6,21421.1,0.0,119262.5,0.0,25987.2,134539.0,573609.6,708148.6,451750.1,1031900.8,155581.1,42
15.1,75576.0,31892.0,43684.0,36312.5,32943.6,22281.7,21415.1,0.0,119262.5,0.0,25987.2,134539.0,573618.1,708157.1,451741.6,1031900.8,155575.1,42
16.1,75576.0,31892.0,43684.0,36292.5,32923.6,22261.7,21395.1,0.0,119262.6,0.0,25987.2,134539.0,573617.0,708155.9,451742.8,1031900.8,155555.1,42
17.1,75576.0,31892.0,43684.0,36294.6,32925.7,22263.7,21397.2,0.0,119262.6,0.0,25987.8,134539.0,573619.7,708158.7,451740.0,1031900.8,155557.1,42
18.1,75576.0,31892.0,43684.0,36280.6,32911.7,22249.7,21383.2,0.0,119262.6,0.0,25989.8,134539.0,573615.3,708154.3,451744.4,1031900.8,155543.1,42
19.1,75576.0,31892.0,43684.0,36029.9,32660.9,21999.0,21132.5,0.0,119262.6,0.0,25990.8,134539.0,573605.3,708144.3,451754.4,1031900.8,155292.4,42
20.1,75576.0,31892.0,43684.0,35774.0,32405.1,21743.1,20876.6,0.0,119262.6,0.0,25991.2,134539.0,573605.3,708144.3,451754.4,1031900.8,155036.5,42
21.1,75576.0,31892.0,43684.0,35518.0,32149.1,21487.2,20620.6,0.0,119262.6,0.0,25991.2,134539.0,573612.8,708151.7,451747.0,1031900.8,154780.6,42
22.1,75576.0,31892.0,43684.0,35262.0,31893.1,21231.2,20364.6,0.0,119262.6,0.0,25991.2,134539.0,573605.4,708144.4,451754.3,1031900.8,154524.6,42
23.1,75580.0,31892.0,43688.0,35130.0,31758.3,21099.0,20229.8,0.0,119262.6,0.0,25999.9,134539.1,573619.4,708158.5,451740.3,1031900.8,154392.5,42
24.1,75580.0,31892.0,43688.0,35184.8,31813.2,21153.9,20284.7,0.0,119262.7,0.0,26001.3,134539.2,573626.8,708165.9,451733.0,1031900.8,154447.6,42
25.1,75580.0,31892.0,43688.0,34675.9,31304.2,20644.9,19775.7,0.0,119262.7,0.0,26002.3,134539.2,573630.9,708170.1,451728.8,1031900.8,153938.6,42
26.1,75580.0,31892.0,43688.0,34429.9,31058.2,20398.9,19529.7,0.0,119262.7,0.0,26002.3,134539.2,573627.5,708166.7,451732.2,1031900.8,153692.6,42
27.1,75580.0,31892.0,43688.0,34180.7,30809.0,20149.7,19280.5,0.0,119262.8,0.0,26004.0,134539.3,573631.3,708170.6,451728.4,1031900.8,153443.5,42
28.1,75580.0,31892.0,43688.0,33924.7,30553.0,19893.7,19024.5,0.0,119262.9,0.0,26004.0,134539.3,573631.5,708170.8,451728.2,1031900.8,153187.5,42
29.1,75580.0,31892.0,43688.0,33668.7,30297.0,19637.8,18768.5,0.0,119262.9,0.0,26004.3,134539.3,573639.7,708179.0,451720.0,1031900.8,152931.5,42
30.1,75580.0,31892.0,43688.0,33412.7,30041.1,19381.8,18512.6,0.0,119262.9,0.0,26004.1,134539.3,573635.5,708174.8,451724.2,1031900.8,152675.6,42
31.1,75580.0,31892.0,43688.0,33120.7,29749.1,19089.8,18220.6,0.0,119262.9,0.0,26004.1,134539.3,573636.8,708176.1,451722.9,1031900.8,152383.6,42
32.1,75580.0,31892.0,43688.0,32608.7,29237.1,18577.8,17708.6,0.0,119262.9,0.0,26004.1,134539.3,573637.2,708176.5,451722.5,1031900.8,151871.6,42
33.1,75580.0,31892.0,43688.0,32352.7,28981.1,18321.8,17452.6,0.0,119262.9,0.0,26004.1,134539.3,573652.8,708192.1,451706.9,1031900.8,151615.6,42
34.1,75580.0,31892.0,43688.0,32506.8,29135.1,18475.8,17606.6,0.0,119262.9,0.0,26006.1,134539.3,573634.2,708173.5,451725.5,1031900.8,151769.6,42
35.1,75580.0,31892.0,43688.0,32408.7,29037.1,18377.8,17508.6,0.0,119262.9,0.0,26007.7,134539.4,573628.9,708168.3,451730.9,1031900.8,151671.6,42
36.1,75580.0,31892.0,43688.0,32182.5,28808.2,18149.0,17279.7,0.0,119262.9,0.0,26027.2,134539.4,573658.4,708197.9,451701.3,1031900.8,151445.4,42
37.1,75580.0,31892.0,43688.0,31926.5,28552.2,17893.0,17023.8,0.0,119262.9,0.0,26027.3,134539.4,573672.6,708212.1,451687.1,1031900.8,151189.4,42
