elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,101018.0,30606.0,70412.0,20862.9,17373.4,6807.8,5824.0,0.0,118739.8,0.0,10221.7,134015.8,557751.1,691767.0,467620.6,1031900.8,139602.7,42
1.1,102290.0,31878.0,70412.0,20865.2,17375.4,6809.6,5826.0,0.0,118740.4,0.0,10284.1,134016.5,557810.0,691826.6,467561.7,1031900.8,139605.6,42
2.1,102694.0,32282.0,70412.0,21003.6,17409.3,6947.5,5859.9,0.0,118740.4,0.0,10318.3,134016.7,557953.3,691970.0,467418.4,1031900.8,139744.0,42
3.1,102822.0,32346.0,70476.0,21004.0,17409.6,6947.9,5860.2,0.0,118740.4,0.0,10318.7,134016.7,557944.8,691961.4,467426.9,1031900.8,139744.4,42
4.1,102900.0,32338.0,70562.0,21068.7,17410.2,7012.6,5860.8,0.0,118740.4,0.0,10319.3,134016.8,558022.3,692039.1,467349.4,1031900.8,139809.1,42
5.1,102900.0,32338.0,70562.0,21067.0,17408.6,7010.9,5859.2,0.0,118740.4,0.0,10319.4,134016.8,558025.0,692041.8,467346.7,1031900.8,139807.4,42
6.1,102904.0,32340.0,70564.0,21076.7,17415.5,7020.6,5866.1,0.0,118740.4,0.0,10324.1,134016.9,558039.5,692056.4,467332.2,1031900.8,139817.1,42
7.1,102904.0,32340.0,70564.0,21077.1,17415.9,7021.0,5866.5,0.0,118740.4,0.0,10325.0,134017.0,558034.0,692051.0,467337.1,1031900.8,139817.5,42
8.1,102904.0,32340.0,70564.0,21073.2,17412.0,7017.1,5862.6,0.0,118740.4,0.0,10325.1,134017.0,558032.6,692049.6,467339.1,1031900.8,139813.6,42
9.1,102904.0,32340.0,70564.0,21071.3,17410.0,7015.1,5860.6,0.0,118740.4,0.0,10326.4,134017.0,558039.1,692056.1,467332.6,1031900.8,139811.7,42
10.1,102904.0,32340.0,70564.0,21071.9,17410.6,7015.8,5861.2,0.0,118740.4,0.0,10332.0,134017.1,558027.5,692044.7,467344.2,1031900.8,139812.4,42
11.1,102904.0,32340.0,70564.0,21087.3,17423.3,7028.6,5873.9,0.0,118740.5,0.0,10351.1,134017.1,558039.8,692057.0,467331.9,1031900.8,139827.8,42
12.1,102904.0,32340.0,70564.0,21087.3,17423.3,7028.6,5873.9,0.0,118740.5,0.0,10351.1,134017.1,558039.7,692056.8,467332.0,1031900.8,139827.9,42
13.1,102904.0,32340.0,70564.0,21085.7,17421.6,7026.9,5872.2,0.0,118740.5,0.0,10351.1,134017.1,558039.3,692056.4,467332.4,1031900.8,139826.2,42
14.1,102906.0,32340.0,70566.0,21091.9,17427.8,7033.2,5878.4,0.0,118740.5,0.0,10354.5,134017.2,558043.6,692060.8,467328.1,1031900.8,139832.4,42
15.1,102906.0,32340.0,70566.0,21091.9,17427.8,7033.2,5878.4,0.0,118740.5,0.0,10354.6,134017.3,558042.5,692059.8,467329.2,1031900.8,139832.5,42
16.1,102906.0,32340.0,70566.0,21090.0,17425.9,7031.2,5876.5,0.0,118740.5,0.0,10354.6,134017.2,558039.1,692056.3,467332.6,1031900.8,139830.5,42
17.1,102906.0,32340.0,70566.0,21080.0,17415.9,7021.2,5866.5,0.0,118740.5,0.0,10354.6,134017.2,558048.7,692065.9,467323.0,1031900.8,139820.5,42
18.1,102906.0,32340.0,70566.0,21080.7,17416.4,7021.9,5867.0,0.0,118740.5,0.0,10356.2,134017.3,558054.4,692071.7,467317.3,1031900.8,139821.3,42
19.1,102906.0,32340.0,70566.0,21080.9,17416.6,7022.1,5867.2,0.0,118740.5,0.0,10356.2,134017.2,558045.7,692062.9,467326.0,1031900.8,139821.5,42
20.1,102906.0,32340.0,70566.0,21069.3,17405.0,7010.5,5855.6,0.0,118740.5,0.0,10356.5,134017.2,558040.4,692057.6,467331.3,1031900.8,139809.8,42
21.1,102906.0,32340.0,70566.0,21073.4,17409.0,7014.6,5859.6,0.0,118740.5,0.0,10357.4,134017.1,558043.9,692061.0,467327.8,1031900.8,139813.9,42
22.1,102906.0,32340.0,70566.0,21055.5,17391.1,6996.7,5841.7,0.0,118740.5,0.0,10359.5,134017.2,558047.5,692064.7,467324.3,1031900.8,139796.0,42
23.1,102906.0,32340.0,70566.0,21019.5,17355.2,6960.7,5805.8,0.0,118740.5,0.0,10359.6,134017.1,558045.9,692062.9,467325.8,1031900.8,139760.1,42
24.1,102906.0,32340.0,70566.0,21025.7,17361.4,6966.9,5812.0,0.0,118740.5,0.0,10359.6,134017.1,558047.2,692064.3,467324.5,1031900.8,139766.3,42
25.1,102906.0,32340.0,70566.0,21031.9,17367.6,6973.1,5818.2,0.0,118740.5,0.0,10364.0,134017.1,558050.4,692067.4,467321.3,1031900.8,139772.5,42
26.1,102906.0,32340.0,70566.0,21034.0,17369.6,6975.2,5820.2,0.0,118740.5,0.0,10364.7,134017.1,558057.2,692074.3,467314.5,1031900.8,139774.5,42
27.1,102906.0,32340.0,70566.0,20906.2,17241.8,6847.4,5692.4,0.0,118740.5,0.0,10364.7,134017.0,558054.9,692071.9,467316.8,1031900.8,139646.7,42
28.1,102906.0,32340.0,70566.0,20906.2,17241.9,6847.4,5692.5,0.0,118740.6,0.0,10365.5,134017.0,558051.1,692068.1,467320.6,1031900.8,139646.8,42
29.1,102906.0,32340.0,70566.0,20896.3,17232.0,6837.5,5682.6,0.0,118740.6,0.0,10365.6,134017.1,558050.8,692067.9,467320.9,1031900.8,139636.9,42
30.1,102906.0,32340.0,70566.0,20896.3,17232.0,6837.5,5682.6,0.0,118740.6,0.0,10365.6,134017.0,558057.1,692074.1,467314.7,1031900.8,139636.9,42
31.1,102906.0,32340.0,70566.0,20758.3,17094.0,6699.5,5544.6,0.0,118740.6,0.0,10365.6,134017.0,558053.5,692070.5,467318.2,1031900.8,139498.9,42
32.1,102906.0,32340.0,70566.0,20774.6,17110.2,6715.8,5560.8,0.0,118740.6,0.0,10368.2,134017.1,558057.8,692074.9,467313.9,1031900.8,139515.1,42
