t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P1_use,P1_used_tok,P1_running,P1_cap_tok,P1_pressure,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D1_use,D1_used_tok,D1_running,D1_cap_tok,D1_pressure
# roles: P0:P P1:P D0:D D1:D
# metric: P0:cache_occupancy P1:cache_occupancy D0:token_usage D1:token_usage
0.00,0.0001,0,0,60000,0.0000,0.0001,0,0,60000,0.0000,,,,,,,,,,
0.50,0.0001,0,0,60000,0.0000,0.0001,0,0,60000,0.0000,,,,,,,,,,
1.00,0.0001,0,0,60000,0.0000,0.0001,0,0,60000,0.0000,,,,,,,,,,
1.50,0.0001,0,0,60000,0.0000,0.0001,0,0,60000,0.0000,,,,,,,,,,
2.00,0.0001,0,0,60000,0.0000,0.0001,0,0,60000,0.0000,,,,,,,,,,
2.50,0.0001,0,0,60000,0.0000,0.0007,25,0,60000,0.0004,,,,,,,,,,
3.00,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,,,,,,,,,,
3.50,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0034,622,7,185484,0.0034,,,,,
4.00,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0034,622,7,185484,0.0034,0.0045,843,9,185484,0.0045
4.50,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0042,787,6,185484,0.0042,0.0045,843,9,185484,0.0045
5.00,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0042,787,6,185484,0.0042,0.0065,1203,9,185484,0.0065
5.50,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0047,863,5,185484,0.0047,0.0084,1563,9,185484,0.0084
6.00,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0047,863,5,185484,0.0047,0.0084,1563,9,185484,0.0084
6.50,0.0041,135,0,60000,0.0022,0.0015,57,0,60000,0.0009,0.0057,1063,5,185484,0.0057,0.0104,1923,9,185484,0.0104
7.00,0.0062,49,0,60000,0.0008,0.0015,57,0,60000,0.0009,0.0057,1063,5,185484,0.0057,0.0104,1923,9,185484,0.0104
7.50,0.0062,49,0,60000,0.0008,0.0015,57,0,60000,0.0009,0.0068,1263,5,185484,0.0068,0.0130,2419,10,185484,0.0130
8.00,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0068,1263,5,185484,0.0068,0.0130,2419,10,185484,0.0130
8.50,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0079,1463,5,185484,0.0079,0.0160,2968,10,185484,0.0160
9.00,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0079,1463,5,185484,0.0079,0.0160,2968,10,185484,0.0160
9.50,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0073,1351,4,185484,0.0073,0.0182,3368,10,185484,0.0182
10.00,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0081,1511,4,185484,0.0081,0.0182,3368,10,185484,0.0182
10.50,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0081,1511,4,185484,0.0081,0.0203,3768,10,185484,0.0203
11.00,0.0071,36,0,60000,0.0006,0.0015,57,0,60000,0.0009,0.0068,1267,3,185484,0.0068,0.0203,3768,10,185484,0.0203
11.50,0.0114,102,0,60000,0.0017,0.0015,57,0,60000,0.0009,0.0068,1267,3,185484,0.0068,0.0200,3715,9,185484,0.0200
12.00,0.0127,45,0,60000,0.0008,0.0015,57,0,60000,0.0009,0.0086,1594,4,185484,0.0086,0.0200,3715,9,185484,0.0200
12.50,0.0127,45,0,60000,0.0008,0.0015,57,0,60000,0.0009,0.0086,1594,4,185484,0.0086,0.0196,3641,8,185484,0.0196
13.00,0.0127,45,0,60000,0.0008,0.0015,57,0,60000,0.0009,0.0058,1081,3,185484,0.0058,0.0196,3641,8,185484,0.0196
13.50,0.0127,45,0,60000,0.0008,0.0025,36,0,60000,0.0006,0.0058,1081,3,185484,0.0058,0.0214,3961,8,185484,0.0214
14.00,0.0174,36,0,60000,0.0006,0.0025,36,0,60000,0.0006,0.0108,2007,3,185484,0.0108,0.0214,3961,8,185484,0.0214
14.50,0.0174,36,0,60000,0.0006,0.0136,36,0,60000,0.0006,0.0108,2007,3,185484,0.0108,0.0259,4804,8,185484,0.0259
15.00,0.0174,36,0,60000,0.0006,0.0217,36,0,60000,0.0006,0.0087,1614,3,185484,0.0087,0.0259,4804,8,185484,0.0259
15.50,0.0174,36,0,60000,0.0006,0.0368,458,0,60000,0.0076,0.0087,1614,3,185484,0.0087,0.0303,5618,10,185484,0.0303
16.00,0.0174,36,0,60000,0.0006,0.0368,458,0,60000,0.0076,0.0148,2752,5,185484,0.0148,0.0303,5618,10,185484,0.0303
16.50,0.0174,36,0,60000,0.0006,0.0368,458,0,60000,0.0076,0.0148,2752,5,185484,0.0148,0.0291,5393,9,185484,0.0291
17.00,0.0174,36,0,60000,0.0006,0.0368,458,0,60000,0.0076,0.0159,2952,5,185484,0.0159,0.0291,5393,9,185484,0.0291
17.50,0.0174,36,0,60000,0.0006,0.0368,458,0,60000,0.0076,0.0159,2952,5,185484,0.0159,0.0276,5116,8,185484,0.0276
18.00,0.0174,36,0,60000,0.0006,0.0435,36,0,60000,0.0006,0.0201,3722,5,185484,0.0201,0.0276,5116,8,185484,0.0276
18.50,0.0174,36,0,60000,0.0006,0.0435,36,0,60000,0.0006,0.0201,3722,5,185484,0.0201,0.0256,4747,7,185484,0.0256
19.00,0.0174,36,0,60000,0.0006,0.0435,36,0,60000,0.0006,0.0213,3957,6,185484,0.0213,0.0256,4747,7,185484,0.0256
19.50,0.0174,36,0,60000,0.0006,0.0524,36,0,60000,0.0006,0.0213,3957,6,185484,0.0213,0.0232,4309,6,185484,0.0232
20.00,0.0174,36,0,60000,0.0006,0.0628,37,0,60000,0.0006,0.0263,4870,7,185484,0.0263,0.0232,4309,6,185484,0.0232
20.50,0.0174,36,0,60000,0.0006,0.0628,37,0,60000,0.0006,0.0263,4870,7,185484,0.0263,0.0280,5187,7,185484,0.0280
21.00,0.0231,36,0,60000,0.0006,0.0628,37,0,60000,0.0006,0.0278,5150,7,185484,0.0278,0.0280,5187,7,185484,0.0280
21.50,0.0231,36,0,60000,0.0006,0.0628,37,0,60000,0.0006,0.0278,5150,7,185484,0.0278,0.0287,5318,7,185484,0.0287
22.00,0.0231,36,0,60000,0.0006,0.0727,37,0,60000,0.0006,0.0293,5430,7,185484,0.0293,0.0287,5318,7,185484,0.0287
22.50,0.0231,36,0,60000,0.0006,0.0727,37,0,60000,0.0006,0.0293,5430,7,185484,0.0293,0.0302,5598,7,185484,0.0302
23.00,0.0231,36,0,60000,0.0006,0.0727,37,0,60000,0.0006,0.0352,6538,8,185484,0.0352,0.0302,5598,7,185484,0.0302
23.50,0.0231,36,0,60000,0.0006,0.0727,37,0,60000,0.0006,0.0352,6538,8,185484,0.0352,0.0317,5878,7,185484,0.0317
24.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0370,6858,8,185484,0.0370,0.0317,5878,7,185484,0.0317
24.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0370,6858,8,185484,0.0370,0.0332,6158,7,185484,0.0332
25.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0434,8043,9,185484,0.0434,0.0332,6158,7,185484,0.0332
25.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0434,8043,9,185484,0.0434,0.0347,6438,7,185484,0.0347
26.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0453,8403,9,185484,0.0453,0.0347,6438,7,185484,0.0347
26.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0453,8403,9,185484,0.0453,0.0362,6718,7,185484,0.0362
27.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0472,8763,9,185484,0.0472,0.0362,6718,7,185484,0.0362
27.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0472,8763,9,185484,0.0472,0.0377,6998,7,185484,0.0377
28.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0492,9123,9,185484,0.0492,0.0377,6998,7,185484,0.0377
28.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0492,9123,9,185484,0.0492,0.0215,3991,4,185484,0.0215
29.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0387,7171,7,185484,0.0387,0.0215,3991,4,185484,0.0215
29.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0387,7171,7,185484,0.0387,0.0224,4151,4,185484,0.0224
30.00,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0288,5341,5,185484,0.0288,0.0224,4151,4,185484,0.0224
30.50,0.0338,296,0,60000,0.0049,0.0727,37,0,60000,0.0006,0.0288,5341,5,185484,0.0288,0.0113,2094,2,185484,0.0113
31.00,0.0338,296,0,60000,0.0049,0.0854,702,0,60000,0.0117,0.0236,4384,4,185484,0.0236,0.0113,2094,2,185484,0.0113
31.50,0.0429,36,0,60000,0.0006,0.1364,2202,0,60000,0.0367,0.0236,4384,4,185484,0.0236,0.0205,3800,3,185484,0.0205
32.00,0.0606,842,0,60000,0.0140,0.1364,2202,0,60000,0.0367,0.0420,7788,6,185484,0.0420,0.0205,3800,3,185484,0.0205
32.50,0.0642,51,0,60000,0.0008,0.1364,2202,0,60000,0.0367,0.0420,7788,6,185484,0.0420,0.0329,6109,4,185484,0.0329
33.00,0.0642,51,0,60000,0.0008,0.1630,1572,0,60000,0.0262,0.0435,8066,7,185484,0.0435,0.0329,6109,4,185484,0.0329
33.50,0.0812,132,0,60000,0.0022,0.1630,1572,0,60000,0.0262,0.0435,8066,7,185484,0.0435,0.0456,8457,6,185484,0.0456
34.00,0.0812,132,0,60000,0.0022,0.1630,1572,0,60000,0.0262,0.0450,8346,7,185484,0.0450,0.0456,8457,6,185484,0.0456
34.50,0.0812,132,0,60000,0.0022,0.1630,1572,0,60000,0.0262,0.0450,8346,7,185484,0.0450,0.0534,9913,8,185484,0.0534
35.00,0.0812,132,0,60000,0.0022,0.1630,1572,0,60000,0.0262,0.0395,7318,6,185484,0.0395,0.0534,9913,8,185484,0.0534
35.50,0.0812,132,0,60000,0.0022,0.1630,1572,0,60000,0.0262,0.0395,7318,6,185484,0.0395,0.0552,10233,8,185484,0.0552
36.00,0.0812,132,0,60000,0.0022,0.1731,631,0,60000,0.0105,0.0331,6146,4,185484,0.0331,0.0552,10233,8,185484,0.0552
36.50,0.0812,132,0,60000,0.0022,0.1731,631,0,60000,0.0105,0.0331,6146,4,185484,0.0331,0.0569,10553,8,185484,0.0569
37.00,0.0812,132,0,60000,0.0022,0.1731,631,0,60000,0.0105,0.0271,5031,4,185484,0.0271,0.0569,10553,8,185484,0.0569
37.50,0.0984,49,0,60000,0.0008,0.1731,631,0,60000,0.0105,0.0356,6606,5,185484,0.0356,0.0586,10873,8,185484,0.0586
38.00,0.1354,1279,0,60000,0.0213,0.1731,631,0,60000,0.0105,0.0356,6606,5,185484,0.0356,0.0586,10873,8,185484,0.0586
38.50,0.1354,1279,0,60000,0.0213,0.1731,631,0,60000,0.0105,0.0356,6606,5,185484,0.0356,0.0603,11193,8,185484,0.0603
39.01,0.1354,1279,0,60000,0.0213,0.1731,631,0,60000,0.0105,0.0507,9398,7,185484,0.0507,0.0603,11193,8,185484,0.0603
39.51,0.1354,1279,0,60000,0.0213,0.1820,442,0,60000,0.0074,0.0507,9398,7,185484,0.0507,0.0544,10097,7,185484,0.0544
40.01,0.1354,1279,0,60000,0.0213,0.1820,442,0,60000,0.0074,0.0522,9678,7,185484,0.0522,0.0544,10097,7,185484,0.0544
40.51,0.1354,1279,0,60000,0.0213,0.1820,442,0,60000,0.0074,0.0522,9678,7,185484,0.0522,0.0631,11703,8,185484,0.0631
41.01,0.1354,1279,0,60000,0.0213,0.1820,442,0,60000,0.0074,0.0537,9958,7,185484,0.0537,0.0631,11703,8,185484,0.0631
41.51,0.1354,1279,0,60000,0.0213,0.1820,442,0,60000,0.0074,0.0537,9958,7,185484,0.0537,0.0648,12023,8,185484,0.0648
42.01,0.1560,676,0,60000,0.0113,0.1820,442,0,60000,0.0074,0.0628,11649,7,185484,0.0628,0.0648,12023,8,185484,0.0648
42.51,0.1560,676,0,60000,0.0113,0.1820,442,0,60000,0.0074,0.0628,11649,7,185484,0.0628,0.0583,10821,7,185484,0.0583
43.01,0.1560,676,0,60000,0.0113,0.1820,442,0,60000,0.0074,0.0645,11956,8,185484,0.0645,0.0583,10821,7,185484,0.0583
43.51,0.1560,676,0,60000,0.0113,0.1820,442,0,60000,0.0074,0.0645,11956,8,185484,0.0645,0.0598,11101,7,185484,0.0598
44.01,0.1560,676,0,60000,0.0113,0.1820,442,0,60000,0.0074,0.0662,12276,8,185484,0.0662,0.0598,11101,7,185484,0.0598
44.51,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0662,12276,8,185484,0.0662,0.0614,11381,7,185484,0.0614
45.01,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0679,12596,8,185484,0.0679,0.0614,11381,7,185484,0.0614
45.51,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0679,12596,8,185484,0.0679,0.0537,9966,6,185484,0.0537
46.01,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0696,12916,8,185484,0.0696,0.0537,9966,6,185484,0.0537
46.51,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0696,12916,8,185484,0.0696,0.0550,10206,6,185484,0.0550
47.01,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0618,11461,7,185484,0.0618,0.0550,10206,6,185484,0.0550
47.51,0.1682,103,0,60000,0.0017,0.1820,442,0,60000,0.0074,0.0618,11461,7,185484,0.0618,0.0387,7172,4,185484,0.0387
48.01,0.1682,103,0,60000,0.0017,0.1963,1106,0,60000,0.0184,0.0721,13375,7,185484,0.0721,0.0387,7172,4,185484,0.0387
48.51,0.1916,1069,0,60000,0.0178,0.1963,1106,0,60000,0.0184,0.0721,13375,7,185484,0.0721,0.0480,8912,4,185484,0.0480
49.01,0.2001,1411,0,60000,0.0235,0.1963,1106,0,60000,0.0184,0.0738,13693,8,185484,0.0738,0.0480,8912,4,185484,0.0480
49.51,0.2059,1060,0,60000,0.0177,0.1963,1106,0,60000,0.0184,0.0738,13693,8,185484,0.0738,0.0491,9109,5,185484,0.0491
50.01,0.2059,1060,0,60000,0.0177,0.2051,1055,0,60000,0.0176,0.0751,13935,8,185484,0.0751,0.0491,9109,5,185484,0.0491
50.51,0.2156,36,0,60000,0.0006,0.2051,1055,0,60000,0.0176,0.0751,13935,8,185484,0.0751,0.0551,10211,7,185484,0.0551
51.01,0.2156,36,0,60000,0.0006,0.2051,1055,0,60000,0.0176,0.0769,14255,8,185484,0.0769,0.0551,10211,7,185484,0.0551
51.51,0.2156,36,0,60000,0.0006,0.2051,1055,0,60000,0.0176,0.0769,14255,8,185484,0.0769,0.0570,10567,7,185484,0.0570
52.01,0.2156,36,0,60000,0.0006,0.2141,1132,0,60000,0.0189,0.0592,10988,6,185484,0.0592,0.0570,10567,7,185484,0.0570
52.51,0.2156,36,0,60000,0.0006,0.2141,1132,0,60000,0.0189,0.0592,10988,6,185484,0.0592,0.0685,12709,8,185484,0.0685
53.01,0.2156,36,0,60000,0.0006,0.2141,1132,0,60000,0.0189,0.0504,9343,5,185484,0.0504,0.0685,12709,8,185484,0.0685
53.51,0.2156,36,0,60000,0.0006,0.2141,1132,0,60000,0.0189,0.0504,9343,5,185484,0.0504,0.0702,13029,8,185484,0.0702
54.01,0.2156,36,0,60000,0.0006,0.2261,57,0,60000,0.0009,0.0610,11323,5,185484,0.0610,0.0702,13029,8,185484,0.0702
54.51,0.2156,36,0,60000,0.0006,0.2261,57,0,60000,0.0009,0.0610,11323,5,185484,0.0610,0.0720,13349,8,185484,0.0720
55.01,0.2156,36,0,60000,0.0006,0.2549,1163,0,60000,0.0194,0.0720,13350,6,185484,0.0720,0.0720,13349,8,185484,0.0720
55.51,0.2156,36,0,60000,0.0006,0.2655,663,0,60000,0.0111,0.0720,13350,6,185484,0.0720,0.0730,13549,8,185484,0.0730
56.01,0.2156,36,0,60000,0.0006,0.2655,663,0,60000,0.0111,0.0720,13350,6,185484,0.0720,0.0730,13549,8,185484,0.0730
56.51,0.2156,36,0,60000,0.0006,0.2655,663,0,60000,0.0111,0.0630,11680,7,185484,0.0630,0.0730,13549,8,185484,0.0730
57.01,0.2156,36,0,60000,0.0006,0.2655,663,0,60000,0.0111,0.0630,11680,7,185484,0.0630,0.0645,11972,7,185484,0.0645
57.51,0.2156,36,0,60000,0.0006,0.2655,663,0,60000,0.0111,0.0643,11920,6,185484,0.0643,0.0645,11972,7,185484,0.0645
58.01,0.2163,36,0,60000,0.0006,0.2860,531,0,60000,0.0089,0.0643,11920,6,185484,0.0643,0.0661,12252,7,185484,0.0661
58.51,0.2167,0,0,60000,0.0000,0.3105,0,0,60000,0.0000,0.0542,10053,5,185484,0.0542,0.0661,12252,7,185484,0.0661
59.01,0.2167,0,0,60000,0.0000,0.3105,0,0,60000,0.0000,0.0542,10053,5,185484,0.0542,0.0565,10488,6,185484,0.0565
59.51,0.2167,1580,0,60000,0.0263,0.3105,36,0,60000,0.0006,0.0549,10176,5,185484,0.0549,0.0565,10488,6,185484,0.0565
60.01,0.2167,1580,0,60000,0.0263,0.3105,36,0,60000,0.0006,0.0549,10176,5,185484,0.0549,0.0788,14607,8,185484,0.0788
60.51,0.2219,1098,0,60000,0.0183,0.3105,36,0,60000,0.0006,0.0559,10376,5,185484,0.0559,0.0788,14607,8,185484,0.0788
61.01,0.2219,1098,0,60000,0.0183,0.3427,36,0,60000,0.0006,0.0559,10376,5,185484,0.0559,0.0805,14927,8,185484,0.0805
61.51,0.2219,1098,0,60000,0.0183,0.3430,1158,0,60000,0.0193,0.0567,10514,5,185484,0.0567,0.0805,14927,8,185484,0.0805
62.01,0.2394,62,0,60000,0.0010,0.3430,1158,0,60000,0.0193,0.0567,10514,5,185484,0.0567,0.0831,15405,10,185484,0.0831
62.51,0.2394,62,0,60000,0.0010,0.3430,1158,0,60000,0.0193,0.0578,10714,5,185484,0.0578,0.0831,15405,10,185484,0.0831
63.01,0.2394,62,0,60000,0.0010,0.3430,1158,0,60000,0.0193,0.0578,10714,5,185484,0.0578,0.0852,15805,10,185484,0.0852
63.51,0.2394,62,0,60000,0.0010,0.3430,1158,0,60000,0.0193,0.0468,8682,4,185484,0.0468,0.0852,15805,10,185484,0.0852
64.01,0.2394,62,0,60000,0.0010,0.3430,1158,0,60000,0.0193,0.0468,8682,4,185484,0.0468,0.0744,13806,8,185484,0.0744
64.51,0.2394,62,0,60000,0.0010,0.3586,799,0,60000,0.0133,0.0477,8842,4,185484,0.0477,0.0744,13806,8,185484,0.0744
65.01,0.2394,62,0,60000,0.0010,0.3831,37,0,60000,0.0006,0.0477,8842,4,185484,0.0477,0.0759,14078,8,185484,0.0759
65.51,0.2394,62,0,60000,0.0010,0.3831,37,0,60000,0.0006,0.0370,6872,4,185484,0.0370,0.0759,14078,8,185484,0.0759
66.01,0.2404,37,0,60000,0.0006,0.3831,37,0,60000,0.0006,0.0370,6872,4,185484,0.0370,0.0759,14078,8,185484,0.0759
66.51,0.2404,37,0,60000,0.0006,0.3831,37,0,60000,0.0006,0.0500,9280,4,185484,0.0500,0.0776,14398,8,185484,0.0776
67.01,0.2404,37,0,60000,0.0006,0.3866,53,0,60000,0.0009,0.0500,9280,4,185484,0.0500,0.0776,14398,8,185484,0.0776
67.51,0.2404,37,0,60000,0.0006,0.3866,53,0,60000,0.0009,0.0516,9566,5,185484,0.0516,0.0874,16212,7,185484,0.0874
68.01,0.2773,74,0,60000,0.0012,0.3866,53,0,60000,0.0009,0.0516,9566,5,185484,0.0516,0.0874,16212,7,185484,0.0874
68.51,0.2773,74,0,60000,0.0012,0.3866,53,0,60000,0.0009,0.0654,12122,6,185484,0.0654,0.0761,14110,7,185484,0.0761
69.01,0.2773,74,0,60000,0.0012,0.3866,53,0,60000,0.0009,0.0654,12122,6,185484,0.0654,0.0761,14110,7,185484,0.0761
69.51,0.3152,37,0,60000,0.0006,0.3866,53,0,60000,0.0009,0.0666,12362,6,185484,0.0666,0.0776,14390,7,185484,0.0776
70.01,0.3152,37,0,60000,0.0006,0.4225,36,0,60000,0.0006,0.0666,12362,6,185484,0.0666,0.0776,14390,7,185484,0.0776
70.51,0.3152,37,0,60000,0.0006,0.4225,36,0,60000,0.0006,0.0730,13549,8,185484,0.0730,0.0667,12365,6,185484,0.0667
71.01,0.3171,1758,0,60000,0.0293,0.4225,36,0,60000,0.0006,0.0730,13549,8,185484,0.0730,0.0667,12365,6,185484,0.0667
71.51,0.3171,1758,0,60000,0.0293,0.4225,36,0,60000,0.0006,0.0582,10802,5,185484,0.0582,0.0683,12664,6,185484,0.0683
72.01,0.3171,1758,0,60000,0.0293,0.4225,36,0,60000,0.0006,0.0582,10802,5,185484,0.0582,0.0683,12664,6,185484,0.0683
72.51,0.3171,1758,0,60000,0.0293,0.4225,36,0,60000,0.0006,0.0593,11002,5,185484,0.0593,0.0559,10368,5,185484,0.0559
73.01,0.3171,1758,0,60000,0.0293,0.4345,570,0,60000,0.0095,0.0593,11002,5,185484,0.0593,0.0559,10368,5,185484,0.0559
73.51,0.3171,1758,0,60000,0.0293,0.4345,570,0,60000,0.0095,0.0461,8560,4,185484,0.0461,0.0694,12874,6,185484,0.0694
74.01,0.3351,46,0,60000,0.0008,0.4345,570,0,60000,0.0095,0.0461,8560,4,185484,0.0461,0.0694,12874,6,185484,0.0694
74.51,0.3746,2433,0,60000,0.0406,0.4345,570,0,60000,0.0095,0.0746,13831,5,185484,0.0746,0.0700,12984,6,185484,0.0700
75.01,0.3746,2433,0,60000,0.0406,0.4632,1894,0,60000,0.0316,0.0746,13831,5,185484,0.0746,0.0700,12984,6,185484,0.0700
75.51,0.3746,2433,0,60000,0.0406,0.4632,1894,0,60000,0.0316,0.0760,14089,7,185484,0.0760,0.0850,15773,7,185484,0.0850
76.01,0.3746,2433,0,60000,0.0406,0.4738,63,0,60000,0.0010,0.0760,14089,7,185484,0.0760,0.0850,15773,7,185484,0.0850
76.51,0.3746,2433,0,60000,0.0406,0.4738,63,0,60000,0.0010,0.0775,14369,7,185484,0.0775,0.1009,18709,8,185484,0.1009
77.01,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0775,14369,7,185484,0.0775,0.1009,18709,8,185484,0.1009
77.51,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0775,14369,7,185484,0.0775,0.1009,18709,8,185484,0.1009
78.01,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0821,15235,8,185484,0.0821,0.0880,16324,7,185484,0.0880
78.51,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0821,15235,8,185484,0.0821,0.0880,16324,7,185484,0.0880
79.01,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0839,15555,8,185484,0.0839,0.0714,13247,5,185484,0.0714
79.51,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0839,15555,8,185484,0.0839,0.0714,13247,5,185484,0.0714
80.01,0.3746,2433,0,60000,0.0406,0.5168,56,0,60000,0.0009,0.0856,15875,8,185484,0.0856,0.0725,13447,5,185484,0.0725
80.51,0.3746,2433,0,60000,0.0406,0.5254,2093,0,60000,0.0349,0.0856,15875,8,185484,0.0856,0.0725,13447,5,185484,0.0725
81.01,0.3746,2433,0,60000,0.0406,0.5359,2909,0,60000,0.0485,0.0873,16195,8,185484,0.0873,0.0883,16369,5,185484,0.0883
81.51,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.0873,16195,8,185484,0.0873,0.0883,16369,5,185484,0.0883
82.01,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.1043,19347,9,185484,0.1043,0.0895,16606,6,185484,0.0895
82.51,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.1043,19347,9,185484,0.1043,0.0895,16606,6,185484,0.0895
83.01,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.1062,19707,9,185484,0.1062,0.0908,16846,6,185484,0.0908
83.51,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.1062,19707,9,185484,0.1062,0.0908,16846,6,185484,0.0908
84.01,0.3746,2433,0,60000,0.0406,0.5419,2272,0,60000,0.0379,0.0920,17071,8,185484,0.0920,0.0765,14192,5,185484,0.0765
84.51,0.4147,420,0,60000,0.0070,0.5419,2272,0,60000,0.0379,0.0920,17071,8,185484,0.0920,0.0765,14192,5,185484,0.0765
85.01,0.4147,420,0,60000,0.0070,0.5419,2272,0,60000,0.0379,0.0920,17071,8,185484,0.0920,0.0776,14392,5,185484,0.0776
85.51,0.4182,36,0,60000,0.0006,0.5419,2272,0,60000,0.0379,0.0938,17391,8,185484,0.0938,0.0776,14392,5,185484,0.0776
86.01,0.4182,36,0,60000,0.0006,0.5419,2272,0,60000,0.0379,0.0938,17391,8,185484,0.0938,0.0791,14677,6,185484,0.0791
86.51,0.4487,4178,0,60000,0.0696,0.5419,2272,0,60000,0.0379,0.0955,17711,8,185484,0.0955,0.0791,14677,6,185484,0.0791
87.01,0.4760,2880,0,60000,0.0480,0.5419,2272,0,60000,0.0379,0.0955,17711,8,185484,0.0955,0.0791,14677,6,185484,0.0791
87.51,0.4760,2880,0,60000,0.0480,0.5419,2272,0,60000,0.0379,0.0965,17894,8,185484,0.0965,0.0990,18368,8,185484,0.0990
88.01,0.4760,2880,0,60000,0.0480,0.5512,36,0,60000,0.0006,0.0965,17894,8,185484,0.0965,0.0990,18368,8,185484,0.0990
88.51,0.4760,2880,0,60000,0.0480,0.5512,36,0,60000,0.0006,0.0665,12339,7,185484,0.0665,0.0863,16005,8,185484,0.0863
89.01,0.4760,2880,0,60000,0.0480,0.5512,36,0,60000,0.0006,0.0665,12339,7,185484,0.0665,0.0863,16005,8,185484,0.0863
89.51,0.4829,36,0,60000,0.0006,0.5512,36,0,60000,0.0006,0.0385,7140,4,185484,0.0385,0.0716,13283,7,185484,0.0716
90.01,0.4829,36,0,60000,0.0006,0.5512,36,0,60000,0.0006,0.0385,7140,4,185484,0.0385,0.0716,13283,7,185484,0.0716
90.51,0.4829,36,0,60000,0.0006,0.5512,36,0,60000,0.0006,0.0223,4136,3,185484,0.0223,0.0731,13563,7,185484,0.0731
91.01,0.4829,36,0,60000,0.0006,0.5535,2291,0,60000,0.0382,0.0223,4136,3,185484,0.0223,0.0731,13563,7,185484,0.0731
91.51,0.4951,3006,0,60000,0.0501,0.5535,2291,0,60000,0.0382,0.0229,4256,3,185484,0.0229,0.0901,16718,8,185484,0.0901
92.01,0.4951,3006,0,60000,0.0501,0.5705,1854,0,60000,0.0309,0.0229,4256,3,185484,0.0229,0.0901,16718,8,185484,0.0901
92.51,0.4951,3006,0,60000,0.0501,0.5705,1854,0,60000,0.0309,0.0285,5292,4,185484,0.0285,0.1009,18708,8,185484,0.1009
93.01,0.4951,3006,0,60000,0.0501,0.5705,1854,0,60000,0.0309,0.0285,5292,4,185484,0.0285,0.1009,18708,8,185484,0.1009
