t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P1_use,P1_used_tok,P1_running,P1_cap_tok,P1_pressure,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D1_use,D1_used_tok,D1_running,D1_cap_tok,D1_pressure
# roles: P0:P P1:P D0:D D1:D
# metric: P0:cache_occupancy P1:cache_occupancy D0:token_usage D1:token_usage
486.57,0.9719,1688,0,60000,0.0281,0.9772,1610,0,60000,0.0268,0.0934,17327,6,185484,0.0934,0.0926,17167,7,185484,0.0926
487.07,0.9817,4112,0,60000,0.0685,0.9856,36,0,60000,0.0006,0.0934,17327,6,185484,0.0934,0.1076,19954,6,185484,0.1076
487.57,0.9817,4112,0,60000,0.0685,0.9856,36,0,60000,0.0006,0.1081,20050,7,185484,0.1081,0.1076,19954,6,185484,0.1076
488.07,0.9817,4112,0,60000,0.0685,0.9856,36,0,60000,0.0006,0.1081,20050,7,185484,0.1081,0.1076,19954,6,185484,0.1076
488.57,0.9817,4112,0,60000,0.0685,0.9856,36,0,60000,0.0006,0.1096,20330,7,185484,0.1096,0.1091,20241,8,185484,0.1091
489.07,0.9817,4112,0,60000,0.0685,0.9856,36,0,60000,0.0006,0.1096,20330,7,185484,0.1096,0.1091,20241,8,185484,0.1091
489.57,0.9743,37,0,60000,0.0006,0.9856,36,0,60000,0.0006,0.1096,20330,7,185484,0.1096,0.1109,20561,8,185484,0.1109
490.07,0.9745,36,0,60000,0.0006,0.9856,36,0,60000,0.0006,0.0928,17209,7,185484,0.0928,0.1109,20561,8,185484,0.1109
490.57,0.9650,2943,0,60000,0.0491,0.9856,36,0,60000,0.0006,0.0928,17209,7,185484,0.0928,0.1096,20332,7,185484,0.1096
491.07,0.9650,2943,0,60000,0.0491,0.9856,36,0,60000,0.0006,0.0943,17489,7,185484,0.0943,0.1096,20332,7,185484,0.1096
491.57,0.9650,2943,0,60000,0.0491,0.9856,36,0,60000,0.0006,0.0943,17489,7,185484,0.0943,0.1032,19139,8,185484,0.1032
492.07,0.9650,2943,0,60000,0.0491,0.9856,36,0,60000,0.0006,0.0958,17769,7,185484,0.0958,0.1032,19139,8,185484,0.1032
492.57,0.9650,2943,0,60000,0.0491,0.9856,36,0,60000,0.0006,0.0958,17769,7,185484,0.0958,0.1049,19459,8,185484,0.1049
493.07,0.9650,2943,0,60000,0.0491,0.9546,37,0,60000,0.0006,0.0770,14286,6,185484,0.0770,0.1049,19459,8,185484,0.1049
493.57,0.9650,2943,0,60000,0.0491,0.9546,37,0,60000,0.0006,0.0770,14286,6,185484,0.0770,0.0971,18005,8,185484,0.0971
494.07,0.9650,2943,0,60000,0.0491,0.9546,37,0,60000,0.0006,0.0783,14526,6,185484,0.0783,0.0971,18005,8,185484,0.0971
494.57,0.9650,2943,0,60000,0.0491,0.9549,48,0,60000,0.0008,0.0783,14526,6,185484,0.0783,0.0971,18005,8,185484,0.0971
495.07,0.9656,37,0,60000,0.0006,0.9799,1549,0,60000,0.0258,0.0745,13827,7,185484,0.0745,0.0859,15939,8,185484,0.0859
495.57,0.9656,37,0,60000,0.0006,0.9799,1549,0,60000,0.0258,0.0745,13827,7,185484,0.0745,0.0859,15939,8,185484,0.0859
496.07,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0761,14107,7,185484,0.0761,0.1079,20021,8,185484,0.1079
496.57,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0761,14107,7,185484,0.0761,0.1079,20021,8,185484,0.1079
497.07,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0598,11095,6,185484,0.0598,0.1098,20368,9,185484,0.1098
497.57,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0598,11095,6,185484,0.0598,0.1098,20368,9,185484,0.1098
498.07,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0611,11335,6,185484,0.0611,0.1118,20728,9,185484,0.1118
498.57,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0611,11335,6,185484,0.0611,0.1118,20728,9,185484,0.1118
499.07,0.9656,37,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0611,11335,6,185484,0.0611,0.1137,21088,9,185484,0.1137
499.57,0.9673,2741,0,60000,0.0457,0.9810,2825,0,60000,0.0471,0.0458,8502,4,185484,0.0458,0.1137,21088,9,185484,0.1137
500.07,0.9673,2741,0,60000,0.0457,0.9810,2825,0,60000,0.0471,0.0458,8502,4,185484,0.0458,0.1137,21088,9,185484,0.1137
500.57,0.9673,2741,0,60000,0.0457,0.9810,2825,0,60000,0.0471,0.0271,5031,3,185484,0.0271,0.1335,24754,10,185484,0.1335
501.07,0.9673,2741,0,60000,0.0457,0.9810,2825,0,60000,0.0471,0.0278,5151,3,185484,0.0278,0.1335,24754,10,185484,0.1335
501.57,0.9673,2741,0,60000,0.0457,0.9810,2825,0,60000,0.0471,0.0278,5151,3,185484,0.0278,0.1356,25154,10,185484,0.1356
502.07,0.9827,1106,0,60000,0.0184,0.9810,2825,0,60000,0.0471,0.0451,8366,4,185484,0.0451,0.1356,25154,10,185484,0.1356
502.57,0.9789,5190,0,60000,0.0865,0.9810,2825,0,60000,0.0471,0.0451,8366,4,185484,0.0451,0.1572,29161,10,185484,0.1572
503.07,0.9789,5190,0,60000,0.0865,0.9810,2825,0,60000,0.0471,0.0461,8556,5,185484,0.0461,0.1572,29161,10,185484,0.1572
503.57,0.9789,5190,0,60000,0.0865,0.9810,2825,0,60000,0.0471,0.0461,8556,5,185484,0.0461,0.1572,29161,10,185484,0.1572
504.07,0.9789,5190,0,60000,0.0865,0.9810,2825,0,60000,0.0471,0.0447,8287,4,185484,0.0447,0.1595,29593,11,185484,0.1595
504.57,0.9962,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0447,8287,4,185484,0.0447,0.1595,29593,11,185484,0.1595
505.07,0.9962,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0491,9116,5,185484,0.0491,0.1387,25729,9,185484,0.1387
505.57,0.9939,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0491,9116,5,185484,0.0491,0.1387,25729,9,185484,0.1387
506.07,0.9939,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0491,9116,5,185484,0.0491,0.1175,21788,8,185484,0.1175
506.57,0.9944,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0507,9408,6,185484,0.0507,0.1175,21788,8,185484,0.1175
507.07,0.9953,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0507,9408,6,185484,0.0507,0.1175,21788,8,185484,0.1175
507.57,0.9953,36,0,60000,0.0006,0.9810,2825,0,60000,0.0471,0.0552,10244,8,185484,0.0552,0.1017,18865,7,185484,0.1017
508.07,0.9953,36,0,60000,0.0006,0.9967,37,0,60000,0.0006,0.0552,10244,8,185484,0.0552,0.1017,18865,7,185484,0.1017
508.57,0.9953,36,0,60000,0.0006,0.9967,37,0,60000,0.0006,0.0570,10564,8,185484,0.0570,0.1060,19663,8,185484,0.1060
509.07,0.9953,36,0,60000,0.0006,0.9967,37,0,60000,0.0006,0.0570,10564,8,185484,0.0570,0.1060,19663,8,185484,0.1060
509.57,0.9840,36,0,60000,0.0006,0.9967,37,0,60000,0.0006,0.0587,10884,8,185484,0.0587,0.1077,19983,8,185484,0.1077
510.07,0.9840,36,0,60000,0.0006,0.9967,37,0,60000,0.0006,0.0587,10884,8,185484,0.0587,0.1077,19983,8,185484,0.1077
510.57,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0617,11439,9,185484,0.0617,0.0946,17550,7,185484,0.0946
511.07,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0617,11439,9,185484,0.0617,0.0946,17550,7,185484,0.0946
511.57,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0474,8793,8,185484,0.0474,0.0950,17617,7,185484,0.0950
512.07,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0474,8793,8,185484,0.0474,0.0950,17617,7,185484,0.0950
512.57,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0491,9113,8,185484,0.0491,0.0965,17897,7,185484,0.0965
513.07,0.9840,36,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0491,9113,8,185484,0.0491,0.0965,17897,7,185484,0.0965
513.57,0.9868,37,0,60000,0.0006,0.9910,36,0,60000,0.0006,0.0509,9433,8,185484,0.0509,0.0965,17897,7,185484,0.0965
514.07,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0509,9433,8,185484,0.0509,0.0980,18177,7,185484,0.0980
514.57,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0376,6981,8,185484,0.0376,0.0980,18177,7,185484,0.0980
515.07,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0376,6981,8,185484,0.0376,0.1000,18553,8,185484,0.1000
515.57,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0370,6866,7,185484,0.0370,0.1000,18553,8,185484,0.1000
516.07,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0370,6866,7,185484,0.0370,0.1018,18873,8,185484,0.1018
516.57,0.9868,37,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0385,7146,7,185484,0.0385,0.1018,18873,8,185484,0.1018
517.07,0.9983,36,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0385,7146,7,185484,0.0385,0.1039,19272,9,185484,0.1039
517.57,0.9983,36,0,60000,0.0006,0.9986,36,0,60000,0.0006,0.0269,4987,6,185484,0.0269,0.1039,19272,9,185484,0.1039
518.07,0.9983,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0269,4987,6,185484,0.0269,0.1058,19632,9,185484,0.1058
518.57,0.9983,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0218,4038,5,185484,0.0218,0.1058,19632,9,185484,0.1058
519.07,0.9989,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0218,4038,5,185484,0.0218,0.0837,15520,9,185484,0.0837
519.57,0.9998,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0228,4238,5,185484,0.0228,0.0837,15520,9,185484,0.0837
520.07,0.9998,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0228,4238,5,185484,0.0228,0.0837,15520,9,185484,0.0837
520.57,0.9998,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0239,4438,5,185484,0.0239,0.0643,11932,9,185484,0.0643
521.07,0.9998,36,0,60000,0.0006,0.9990,36,0,60000,0.0006,0.0239,4438,5,185484,0.0239,0.0643,11932,9,185484,0.0643
521.57,0.9960,639,0,60000,0.0106,0.9990,36,0,60000,0.0006,0.0250,4638,5,185484,0.0250,0.0656,12174,8,185484,0.0656
522.07,0.9782,70,0,60000,0.0012,0.9990,36,0,60000,0.0006,0.0250,4638,5,185484,0.0250,0.0656,12174,8,185484,0.0656
522.57,0.9782,70,0,60000,0.0012,0.9990,36,0,60000,0.0006,0.0388,7206,6,185484,0.0388,0.0420,7783,7,185484,0.0420
523.07,0.9782,70,0,60000,0.0012,0.9990,36,0,60000,0.0006,0.0388,7206,6,185484,0.0388,0.0420,7783,7,185484,0.0420
523.57,0.9782,70,0,60000,0.0012,0.9990,36,0,60000,0.0006,0.0404,7493,7,185484,0.0404,0.0435,8063,7,185484,0.0435
524.07,0.9955,54,0,60000,0.0009,0.9990,36,0,60000,0.0006,0.0404,7493,7,185484,0.0404,0.0435,8063,7,185484,0.0435
524.57,0.9955,54,0,60000,0.0009,0.9990,36,0,60000,0.0006,0.0385,7134,7,185484,0.0385,0.0390,7225,6,185484,0.0390
525.07,0.9970,1088,0,60000,0.0181,0.9990,36,0,60000,0.0006,0.0385,7134,7,185484,0.0385,0.0390,7225,6,185484,0.0390
525.57,0.9970,1088,0,60000,0.0181,0.9990,36,0,60000,0.0006,0.0400,7414,7,185484,0.0400,0.0657,12184,6,185484,0.0657
526.07,0.9970,1088,0,60000,0.0181,0.9990,36,0,60000,0.0006,0.0400,7414,7,185484,0.0400,0.0657,12184,6,185484,0.0657
526.57,0.9970,1088,0,60000,0.0181,0.9990,36,0,60000,0.0006,0.0367,6802,6,185484,0.0367,0.0612,11352,6,185484,0.0612
527.07,0.9962,87,0,60000,0.0014,0.9961,505,0,60000,0.0084,0.0367,6802,6,185484,0.0367,0.0612,11352,6,185484,0.0612
527.57,0.9962,87,0,60000,0.0014,0.9961,505,0,60000,0.0084,0.0487,9032,8,185484,0.0487,0.0599,11113,5,185484,0.0599
528.07,0.9962,87,0,60000,0.0014,0.9961,505,0,60000,0.0084,0.0487,9032,8,185484,0.0487,0.0599,11113,5,185484,0.0599
528.57,0.9940,69,0,60000,0.0011,0.9961,505,0,60000,0.0084,0.0424,7873,7,185484,0.0424,0.0577,10697,4,185484,0.0577
529.07,0.9940,69,0,60000,0.0011,0.9848,487,0,60000,0.0081,0.0424,7873,7,185484,0.0424,0.0577,10697,4,185484,0.0577
529.57,0.9751,71,0,60000,0.0012,0.9848,487,0,60000,0.0081,0.0489,9067,8,185484,0.0489,0.0597,11071,4,185484,0.0597
530.07,0.9751,71,0,60000,0.0012,0.9848,487,0,60000,0.0081,0.0489,9067,8,185484,0.0489,0.0597,11071,4,185484,0.0597
530.57,0.9822,425,0,60000,0.0071,0.9954,38,0,60000,0.0006,0.0506,9387,8,185484,0.0506,0.0387,7182,5,185484,0.0387
531.07,0.9822,425,0,60000,0.0071,0.9957,61,0,60000,0.0010,0.0506,9387,8,185484,0.0506,0.0387,7182,5,185484,0.0387
531.57,0.9822,425,0,60000,0.0071,0.9957,61,0,60000,0.0010,0.0637,11821,10,185484,0.0637,0.0368,6817,4,185484,0.0368
532.07,0.9822,425,0,60000,0.0071,0.9876,474,0,60000,0.0079,0.0637,11821,10,185484,0.0637,0.0368,6817,4,185484,0.0368
532.57,0.9822,425,0,60000,0.0071,0.9876,474,0,60000,0.0079,0.0709,13145,11,185484,0.0709,0.0376,6977,4,185484,0.0376
533.07,0.9822,425,0,60000,0.0071,0.9876,474,0,60000,0.0079,0.0709,13145,11,185484,0.0709,0.0376,6977,4,185484,0.0376
533.57,0.9822,425,0,60000,0.0071,0.9876,474,0,60000,0.0079,0.0650,12057,10,185484,0.0650,0.0316,5854,3,185484,0.0316
534.07,0.9822,425,0,60000,0.0071,0.9949,36,0,60000,0.0006,0.0650,12057,10,185484,0.0650,0.0316,5854,3,185484,0.0316
534.57,0.9822,425,0,60000,0.0071,0.9949,36,0,60000,0.0006,0.0672,12457,10,185484,0.0672,0.0353,6548,4,185484,0.0353
535.07,0.9822,425,0,60000,0.0071,0.9949,36,0,60000,0.0006,0.0672,12457,10,185484,0.0672,0.0353,6548,4,185484,0.0353
535.57,0.9822,425,0,60000,0.0071,0.9949,36,0,60000,0.0006,0.0545,10112,8,185484,0.0545,0.0329,6094,3,185484,0.0329
536.07,0.9997,36,0,60000,0.0006,0.9686,101,0,60000,0.0017,0.0545,10112,8,185484,0.0545,0.0329,6094,3,185484,0.0329
536.57,0.9997,36,0,60000,0.0006,0.9686,101,0,60000,0.0017,0.0633,11747,9,185484,0.0633,0.0418,7751,4,185484,0.0418
537.07,0.9997,36,0,60000,0.0006,0.9686,101,0,60000,0.0017,0.0633,11747,9,185484,0.0633,0.0418,7751,4,185484,0.0418
537.57,0.9997,36,0,60000,0.0006,0.9686,101,0,60000,0.0017,0.0633,11747,9,185484,0.0633,0.0427,7911,4,185484,0.0427
538.07,0.9905,497,0,60000,0.0083,0.9925,36,0,60000,0.0006,0.0653,12107,9,185484,0.0653,0.0427,7911,4,185484,0.0427
538.57,0.9717,728,0,60000,0.0121,0.9790,1237,0,60000,0.0206,0.0653,12107,9,185484,0.0653,0.0495,9180,5,185484,0.0495
539.07,0.9717,728,0,60000,0.0121,0.9790,1237,0,60000,0.0206,0.0694,12881,8,185484,0.0694,0.0495,9180,5,185484,0.0495
539.57,0.9717,728,0,60000,0.0121,0.9790,1237,0,60000,0.0206,0.0694,12881,8,185484,0.0694,0.0506,9380,5,185484,0.0506
540.07,0.9717,728,0,60000,0.0121,0.9790,1237,0,60000,0.0206,0.0714,13239,9,185484,0.0714,0.0506,9380,5,185484,0.0506
540.57,0.9717,728,0,60000,0.0121,0.9790,1237,0,60000,0.0206,0.0714,13239,9,185484,0.0714,0.0516,9580,5,185484,0.0516
541.07,0.9717,728,0,60000,0.0121,0.9790,38,0,60000,0.0006,0.0733,13599,9,185484,0.0733,0.0516,9580,5,185484,0.0516
541.57,0.9866,1110,0,60000,0.0185,0.9790,38,0,60000,0.0006,0.0733,13599,9,185484,0.0733,0.0539,9990,6,185484,0.0539
542.07,0.9866,1110,0,60000,0.0185,0.9790,38,0,60000,0.0006,0.0848,15724,9,185484,0.0848,0.0539,9990,6,185484,0.0539
542.57,0.9866,1110,0,60000,0.0185,0.9901,37,0,60000,0.0006,0.0848,15724,9,185484,0.0848,0.0504,9349,4,185484,0.0504
543.07,0.9866,1110,0,60000,0.0185,0.9901,37,0,60000,0.0006,0.0776,14398,9,185484,0.0776,0.0504,9349,4,185484,0.0504
543.57,0.9866,1110,0,60000,0.0185,0.9901,37,0,60000,0.0006,0.0776,14398,9,185484,0.0776,0.0515,9547,5,185484,0.0515
544.07,0.9866,1110,0,60000,0.0185,0.9924,39,0,60000,0.0006,0.0796,14758,9,185484,0.0796,0.0515,9547,5,185484,0.0515
544.57,0.9975,38,0,60000,0.0006,0.9924,39,0,60000,0.0006,0.0796,14758,9,185484,0.0796,0.0277,5138,5,185484,0.0277
545.07,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0727,13483,8,185484,0.0727,0.0277,5138,5,185484,0.0277
545.57,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0727,13483,8,185484,0.0727,0.0354,6560,7,185484,0.0354
546.07,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0727,13483,8,185484,0.0727,0.0354,6560,7,185484,0.0354
546.57,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0744,13803,8,185484,0.0744,0.0369,6840,7,185484,0.0369
547.07,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0744,13803,8,185484,0.0744,0.0369,6840,7,185484,0.0369
547.57,0.9975,38,0,60000,0.0006,0.9967,36,0,60000,0.0006,0.0562,10415,6,185484,0.0562,0.0384,7120,7,185484,0.0384
548.07,0.9975,38,0,60000,0.0006,0.9713,1119,0,60000,0.0186,0.0562,10415,6,185484,0.0562,0.0384,7120,7,185484,0.0384
548.57,0.9975,38,0,60000,0.0006,0.9713,1119,0,60000,0.0186,0.0574,10655,6,185484,0.0574,0.0512,9500,8,185484,0.0512
549.08,0.9975,38,0,60000,0.0006,0.9713,1119,0,60000,0.0186,0.0574,10655,6,185484,0.0574,0.0512,9500,8,185484,0.0512
549.58,0.9975,38,0,60000,0.0006,0.9713,1119,0,60000,0.0186,0.0587,10895,6,185484,0.0587,0.0529,9820,8,185484,0.0529
550.08,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0587,10895,6,185484,0.0587,0.0529,9820,8,185484,0.0529
550.58,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0739,13714,7,185484,0.0739,0.0629,11666,9,185484,0.0629
551.08,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0739,13714,7,185484,0.0739,0.0629,11666,9,185484,0.0629
551.58,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0754,13994,7,185484,0.0754,0.0561,10397,8,185484,0.0561
552.08,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0754,13994,7,185484,0.0754,0.0561,10397,8,185484,0.0561
552.58,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0693,12851,6,185484,0.0693,0.0578,10717,8,185484,0.0578
553.08,0.9882,1232,0,60000,0.0205,0.9874,916,0,60000,0.0153,0.0693,12851,6,185484,0.0693,0.0578,10717,8,185484,0.0578
553.58,0.9829,1100,0,60000,0.0183,0.9874,916,0,60000,0.0153,0.0706,13091,6,185484,0.0706,0.0562,10420,7,185484,0.0562
554.08,0.9829,1100,0,60000,0.0183,0.9874,916,0,60000,0.0153,0.0706,13091,6,185484,0.0706,0.0562,10420,7,185484,0.0562
554.58,0.9829,1100,0,60000,0.0183,0.9874,916,0,60000,0.0153,0.0616,11427,5,185484,0.0616,0.0665,12339,8,185484,0.0665
555.08,0.9914,36,0,60000,0.0006,0.9874,916,0,60000,0.0153,0.0616,11427,5,185484,0.0616,0.0665,12339,8,185484,0.0665
555.58,0.9914,36,0,60000,0.0006,0.9874,916,0,60000,0.0153,0.0627,11627,5,185484,0.0627,0.0665,12339,8,185484,0.0665
556.08,0.9914,36,0,60000,0.0006,0.9874,916,0,60000,0.0153,0.0627,11627,5,185484,0.0627,0.0761,14115,9,185484,0.0761
556.58,0.9835,36,0,60000,0.0006,0.9971,179,0,60000,0.0030,0.0505,9376,4,185484,0.0505,0.0761,14115,9,185484,0.0761
557.08,0.9835,36,0,60000,0.0006,0.9861,36,0,60000,0.0006,0.0505,9376,4,185484,0.0505,0.0656,12160,9,185484,0.0656
557.58,0.9835,36,0,60000,0.0006,0.9861,36,0,60000,0.0006,0.0495,9176,4,185484,0.0495,0.0656,12160,9,185484,0.0656
558.08,0.9835,36,0,60000,0.0006,0.9861,36,0,60000,0.0006,0.0495,9176,4,185484,0.0495,0.0675,12520,9,185484,0.0675
558.58,0.9835,36,0,60000,0.0006,0.9861,36,0,60000,0.0006,0.0503,9336,4,185484,0.0503,0.0675,12520,9,185484,0.0675
559.08,0.9842,1472,0,60000,0.0245,0.9861,36,0,60000,0.0006,0.0503,9336,4,185484,0.0503,0.0694,12880,9,185484,0.0694
559.58,0.9842,1472,0,60000,0.0245,0.9759,699,0,60000,0.0117,0.0512,9496,4,185484,0.0512,0.0694,12880,9,185484,0.0694
560.08,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0512,9496,4,185484,0.0512,0.0919,17049,11,185484,0.0919
560.58,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0647,11995,5,185484,0.0647,0.0919,17049,11,185484,0.0919
561.08,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0647,11995,5,185484,0.0647,0.0943,17489,11,185484,0.0943
561.58,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0406,7538,3,185484,0.0406,0.0943,17489,11,185484,0.0943
562.08,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0406,7538,3,185484,0.0406,0.0967,17929,11,185484,0.0967
562.58,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0413,7658,3,185484,0.0413,0.0967,17929,11,185484,0.0967
563.08,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0413,7658,3,185484,0.0413,0.0967,17929,11,185484,0.0967
563.58,0.9842,1472,0,60000,0.0245,0.9863,60,0,60000,0.0010,0.0419,7778,3,185484,0.0419,0.0795,14753,9,185484,0.0795
564.08,0.9754,891,0,60000,0.0149,0.9863,60,0,60000,0.0010,0.0419,7778,3,185484,0.0419,0.0795,14753,9,185484,0.0795
564.58,0.9754,891,0,60000,0.0149,0.9829,36,0,60000,0.0006,0.0542,10058,4,185484,0.0542,0.0669,12413,8,185484,0.0669
565.08,0.9754,891,0,60000,0.0149,0.9829,36,0,60000,0.0006,0.0542,10058,4,185484,0.0542,0.0669,12413,8,185484,0.0669
565.58,0.9754,891,0,60000,0.0149,0.9829,36,0,60000,0.0006,0.0551,10218,4,185484,0.0551,0.0824,15292,9,185484,0.0824
566.08,0.9946,1486,0,60000,0.0248,0.9829,36,0,60000,0.0006,0.0551,10218,4,185484,0.0551,0.0824,15292,9,185484,0.0824
566.58,0.9946,1486,0,60000,0.0248,0.9829,36,0,60000,0.0006,0.0551,10218,4,185484,0.0551,0.0744,13796,8,185484,0.0744
567.08,0.9946,1486,0,60000,0.0248,0.9464,2083,0,60000,0.0347,0.0757,14035,5,185484,0.0757,0.0744,13796,8,185484,0.0744
567.58,0.9946,1486,0,60000,0.0248,0.9464,2083,0,60000,0.0347,0.0757,14035,5,185484,0.0757,0.0761,14116,8,185484,0.0761
568.08,0.9946,1486,0,60000,0.0248,0.9464,2083,0,60000,0.0347,0.0915,16969,5,185484,0.0915,0.0761,14116,8,185484,0.0761
568.58,0.9946,1486,0,60000,0.0248,0.9464,2083,0,60000,0.0347,0.0915,16969,5,185484,0.0915,0.0589,10933,6,185484,0.0589
569.08,0.9946,1486,0,60000,0.0248,0.9464,2083,0,60000,0.0347,0.0926,17184,6,185484,0.0926,0.0589,10933,6,185484,0.0589
569.58,0.9946,1486,0,60000,0.0248,0.9572,615,0,60000,0.0103,0.0926,17184,6,185484,0.0926,0.0643,11927,5,185484,0.0643
570.08,0.9946,1486,0,60000,0.0248,0.9572,615,0,60000,0.0103,0.0941,17457,7,185484,0.0941,0.0643,11927,5,185484,0.0643
570.58,0.9946,1486,0,60000,0.0248,0.9572,615,0,60000,0.0103,0.0941,17457,7,185484,0.0941,0.0623,11558,5,185484,0.0623
571.08,0.9834,36,0,60000,0.0006,0.9781,1177,0,60000,0.0196,0.0956,17737,7,185484,0.0956,0.0623,11558,5,185484,0.0623
571.58,0.9834,36,0,60000,0.0006,0.9929,2087,0,60000,0.0348,0.0956,17737,7,185484,0.0956,0.0656,12159,5,185484,0.0656
572.08,0.9934,37,0,60000,0.0006,0.9929,2087,0,60000,0.0348,0.1050,19480,7,185484,0.1050,0.0656,12159,5,185484,0.0656
572.58,0.9934,37,0,60000,0.0006,0.9929,2087,0,60000,0.0348,0.1050,19480,7,185484,0.1050,0.0729,13515,7,185484,0.0729
573.08,0.9876,79,0,60000,0.0013,0.9929,2087,0,60000,0.0348,0.0881,16341,7,185484,0.0881,0.0729,13515,7,185484,0.0729
573.58,0.9876,79,0,60000,0.0013,0.9869,36,0,60000,0.0006,0.0881,16341,7,185484,0.0881,0.0729,13515,7,185484,0.0729
574.08,0.9876,79,0,60000,0.0013,0.9869,36,0,60000,0.0006,0.0742,13762,6,185484,0.0742,0.0817,15156,9,185484,0.0817
574.58,0.9876,79,0,60000,0.0013,0.9869,36,0,60000,0.0006,0.0742,13762,6,185484,0.0742,0.0817,15156,9,185484,0.0817
575.08,0.9876,79,0,60000,0.0013,0.9869,36,0,60000,0.0006,0.0742,13762,6,185484,0.0742,0.0837,15516,9,185484,0.0837
575.58,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0755,14002,6,185484,0.0755,0.0837,15516,9,185484,0.0837
576.08,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0755,14002,6,185484,0.0755,0.1044,19360,9,185484,0.1044
576.58,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0768,14242,6,185484,0.0768,0.1044,19360,9,185484,0.1044
577.08,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0768,14242,6,185484,0.0768,0.1063,19720,9,185484,0.1063
577.58,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0781,14482,6,185484,0.0781,0.1063,19720,9,185484,0.1063
578.08,0.9876,79,0,60000,0.0013,0.9978,36,0,60000,0.0006,0.0781,14482,6,185484,0.0781,0.1085,20118,10,185484,0.1085
