t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0780,8192,0,105000,0.0780,0.0000,,,,,,
1.00,0.0780,8192,0,105000,0.0780,0.0000,,,,,,
1.50,0.1211,12716,0,105000,0.1211,0.0000,,,,,,
2.00,0.1991,20908,0,105000,0.1991,0.0000,,,,,,
2.50,0.3202,33624,0,105000,0.3202,0.0000,,,,,,
3.00,0.3202,33624,0,105000,0.3202,0.0000,,,,,,
3.50,0.3200,33604,0,105000,0.3200,0.0000,,,,,,
4.00,0.3200,33604,0,105000,0.3200,0.0000,,,,,,
4.50,0.4409,46294,0,105000,0.4409,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
5.00,0.4409,46294,0,105000,0.4409,0.0000,0.3773,76216,1,202000,0.3773,0.0000
5.50,0.4408,46283,0,105000,0.4408,0.0000,0.3773,76216,1,202000,0.3773,0.0000
6.00,0.4408,46283,0,105000,0.4408,0.0000,0.3773,76216,1,202000,0.3773,0.0000
6.50,0.5618,58986,0,105000,0.5618,0.0000,0.3773,76216,1,202000,0.3773,0.0000
7.00,0.5618,58986,0,105000,0.5618,0.0000,0.3773,76216,1,202000,0.3773,0.0000
7.50,0.5619,58998,0,105000,0.5619,0.0000,0.3773,76216,1,202000,0.3773,0.0000
8.00,0.5619,58998,0,105000,0.5619,0.0000,0.3773,76216,1,202000,0.3773,0.0000
8.50,0.6830,71712,0,105000,0.6830,0.0000,0.3773,76216,1,202000,0.3773,0.0000
9.00,0.6830,71712,0,105000,0.6830,0.0000,0.3773,76216,1,202000,0.3773,0.0000
9.50,0.6835,71772,0,105000,0.6835,0.0000,0.3773,76216,1,202000,0.3773,0.0000
10.00,0.6835,71772,0,105000,0.6835,0.0000,0.3773,76216,1,202000,0.3773,0.0000
10.50,0.8050,84522,0,105000,0.8050,0.0000,0.3773,76216,1,202000,0.3773,0.0000
11.00,0.8050,84522,0,105000,0.8050,0.0000,0.4409,89068,1,202000,0.4409,0.0000
11.50,0.8050,84522,0,105000,0.8050,0.0000,0.4409,89068,1,202000,0.4409,0.0000
12.00,0.8050,84522,0,105000,0.8050,0.0000,0.4409,89068,1,202000,0.4409,0.0000
12.50,0.8052,84547,0,105000,0.8052,0.0000,0.4409,89068,1,202000,0.4409,0.0000
13.00,0.8052,84547,0,105000,0.8052,0.0000,0.4409,89068,1,202000,0.4409,0.0000
13.50,0.8052,84547,0,105000,0.8052,0.0000,0.4409,89068,1,202000,0.4409,0.0000
14.00,0.8052,84547,0,105000,0.8052,0.0000,0.4409,89068,1,202000,0.4409,0.0000
14.50,0.8054,84568,0,105000,0.8054,0.0000,0.3783,76407,1,202000,0.3783,0.0000
15.00,0.8054,84568,0,105000,0.8054,0.0000,0.3783,76407,1,202000,0.3783,0.0000
15.50,0.8054,84568,0,105000,0.8054,0.0000,0.3783,76407,1,202000,0.3783,0.0000
16.00,0.8057,84599,0,105000,0.8057,0.0000,0.3783,76407,1,202000,0.3783,0.0000
16.50,0.8057,84599,0,105000,0.8057,0.0000,0.3783,76407,1,202000,0.3783,0.0000
17.00,0.8057,84599,0,105000,0.8057,0.0000,0.3783,76407,1,202000,0.3783,0.0000
17.50,0.8057,84599,0,105000,0.8057,0.0000,0.3783,76407,1,202000,0.3783,0.0000
18.00,0.8059,84622,0,105000,0.8059,0.0000,0.3783,76407,1,202000,0.3783,0.0000
18.50,0.8059,84622,0,105000,0.8059,0.0000,0.3783,76407,1,202000,0.3783,0.0000
19.00,0.8059,84622,0,105000,0.8059,0.0000,0.3783,76407,1,202000,0.3783,0.0000
19.50,0.8058,84614,0,105000,0.8058,0.0000,0.3783,76407,1,202000,0.3783,0.0000
20.00,0.8058,84614,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
20.50,0.8058,84614,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
21.00,0.8058,84614,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
21.50,0.8058,84612,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
22.00,0.8058,84612,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
22.50,0.8058,84612,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
23.00,0.8058,84612,0,105000,0.8058,0.0000,0.4415,89178,1,202000,0.4415,0.0000
23.50,0.8064,84668,0,105000,0.8064,0.0000,0.3789,76538,1,202000,0.3789,0.0000
