elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,75346.0,31662.0,43684.0,36553.5,33202.3,22537.0,21689.2,0.0,131724.2,0.0,32492.5,146684.9,536532.8,683217.7,488839.0,1031900.8,168277.7,42
1.1,75574.0,31890.0,43684.0,36627.3,33258.4,22609.8,21745.3,0.0,131724.2,0.0,32558.4,146684.9,536572.5,683257.4,488799.2,1031900.8,168351.5,42
2.1,75574.0,31890.0,43684.0,36627.7,33258.8,22610.2,21745.7,0.0,131724.2,0.0,32559.0,146685.0,536584.9,683269.9,488786.8,1031900.8,168351.9,42
3.1,75574.0,31890.0,43684.0,36627.8,33258.9,22610.3,21745.8,0.0,131724.2,0.0,32559.1,146684.9,536574.1,683259.1,488797.6,1031900.8,168352.0,42
4.1,75574.0,31890.0,43684.0,36621.9,33253.0,22604.4,21739.9,0.0,131724.2,0.0,32672.3,146685.1,536704.6,683389.7,488667.1,1031900.8,168346.1,42
5.1,75574.0,31890.0,43684.0,36618.0,33249.1,22600.5,21736.0,0.0,131724.2,0.0,32674.1,146685.1,536723.1,683408.1,488648.7,1031900.8,168342.2,42
6.1,75574.0,31890.0,43684.0,36620.2,33251.3,22602.6,21738.2,0.0,131724.2,0.0,32509.5,146685.1,536630.0,683315.1,488741.7,1031900.8,168344.4,42
7.1,75574.0,31890.0,43684.0,36626.0,33257.1,22608.5,21744.0,0.0,131146.4,0.0,32454.7,146111.7,537093.6,683205.3,488278.1,1031900.8,167772.4,42
8.1,75574.0,31890.0,43684.0,36614.0,33245.1,22596.5,21732.0,0.0,130902.5,0.0,32455.4,145869.3,537250.8,683120.1,488120.9,1031900.8,167516.5,42
9.1,75574.0,31890.0,43684.0,36614.1,33245.2,22596.5,21732.1,0.0,130902.4,0.0,32455.3,145869.4,537264.8,683134.2,488106.9,1031900.8,167516.5,42
10.1,75574.0,31890.0,43684.0,36614.1,33245.2,22596.6,21732.1,0.0,130901.8,0.0,32380.2,145868.6,537200.4,683069.0,488171.3,1031900.8,167515.9,42
11.1,75574.0,31890.0,43684.0,36554.1,33185.2,22536.6,21672.1,0.0,130902.5,0.0,32380.3,145869.4,537202.7,683072.1,488169.0,1031900.8,167456.6,42
12.1,75574.0,31890.0,43684.0,36575.3,33206.4,22557.8,21693.3,0.0,130902.5,0.0,32381.5,145872.7,537642.9,683515.6,487728.8,1031900.8,167477.8,42
13.1,75574.0,31890.0,43684.0,36465.4,33096.5,22447.9,21583.4,0.0,130083.2,0.0,32381.5,145056.1,537986.6,683042.7,487385.1,1031900.8,166548.6,42
14.1,75574.0,31890.0,43684.0,36343.4,32974.5,22325.9,21461.4,0.0,130083.2,0.0,32381.5,145056.0,537981.6,683037.7,487390.1,1031900.8,166426.6,42
15.1,75574.0,31890.0,43684.0,36255.4,32886.5,22237.9,21373.4,0.0,130083.2,0.0,32381.6,145056.1,537991.6,683047.7,487380.2,1031900.8,166338.7,42
16.1,75574.0,31890.0,43684.0,36251.4,32882.5,22233.9,21369.4,0.0,130082.7,0.0,32381.6,145055.6,538007.9,683063.5,487363.8,1031900.8,166334.2,42
17.1,75574.0,31890.0,43684.0,36286.2,32917.1,22268.6,21404.0,0.0,130083.2,0.0,32429.8,145056.2,538110.9,683167.1,487260.8,1031900.8,166369.4,42
18.1,75574.0,31890.0,43684.0,36283.5,32914.4,22265.9,21401.3,0.0,129284.8,0.0,32505.2,144263.6,538919.2,683182.8,486452.5,1031900.8,165568.3,42
19.1,75574.0,31890.0,43684.0,36261.5,32892.4,22243.9,21379.3,0.0,129284.4,0.0,32482.0,144263.3,538898.6,683161.9,486473.1,1031900.8,165545.9,42
20.1,75574.0,31890.0,43684.0,36015.9,32646.9,21998.3,21133.8,0.0,129283.5,0.0,32546.6,144262.3,538956.5,683218.8,486415.2,1031900.8,165299.4,42
21.1,75574.0,31890.0,43684.0,35717.9,32348.9,21700.3,20835.8,0.0,129284.4,0.0,32666.2,144263.2,539110.0,683373.2,486261.7,1031900.8,165002.4,42
22.1,75574.0,31890.0,43684.0,35490.1,32121.1,21472.5,20607.9,0.0,129284.5,0.0,32750.2,144263.4,539163.8,683427.2,486207.9,1031900.8,164774.6,42
23.1,75574.0,31890.0,43684.0,35299.7,31930.6,21282.1,20417.5,0.0,129284.4,0.0,32852.9,144268.1,540010.5,684278.7,485361.2,1031900.8,164584.1,42
24.1,75574.0,31890.0,43684.0,35015.7,31646.6,20998.1,20133.5,0.0,129284.4,0.0,32781.5,144269.1,540025.5,684294.6,485346.2,1031900.8,164300.1,42
25.1,75574.0,31890.0,43684.0,34763.7,31394.7,20746.1,19881.6,0.0,129284.4,0.0,32864.3,144269.2,540131.5,684400.7,485240.3,1031900.8,164048.1,42
26.1,75574.0,31890.0,43684.0,34251.7,30882.7,20234.1,19369.6,0.0,129284.4,0.0,32919.3,144269.2,540172.3,684441.5,485199.4,1031900.8,163536.1,42
27.1,75574.0,31890.0,43684.0,34098.1,30729.0,20080.5,19215.9,0.0,129284.4,0.0,32947.0,144269.2,540185.8,684455.0,485185.9,1031900.8,163382.5,42
28.1,75574.0,31890.0,43684.0,33905.6,30536.6,19888.0,19023.4,0.0,129284.4,0.0,32948.9,144274.3,540879.2,685153.5,484492.5,1031900.8,163190.1,42
29.1,75574.0,31890.0,43684.0,33649.7,30280.6,19632.1,18767.4,0.0,129284.4,0.0,32948.9,144275.2,541015.8,685291.0,484355.9,1031900.8,162934.1,42
30.1,75574.0,31890.0,43684.0,33395.7,30026.6,19378.1,18513.5,0.0,129284.4,0.0,32948.9,144275.3,541013.1,685288.4,484358.6,1031900.8,162680.1,42
31.1,75574.0,31890.0,43684.0,33139.7,29770.6,19122.1,18257.5,0.0,129284.4,0.0,32843.9,144275.3,540917.2,685192.6,484454.5,1031900.8,162424.2,42
32.1,75576.0,31892.0,43684.0,32738.4,29369.3,18720.8,17856.2,0.0,129284.4,0.0,32899.5,144275.3,540957.9,685233.2,484413.8,1031900.8,162022.8,42
33.1,75576.0,31892.0,43684.0,32645.7,29276.6,18628.1,17763.5,0.0,129284.5,0.0,32937.6,144281.0,541813.7,686094.7,483558.1,1031900.8,161930.2,42
34.1,75576.0,31892.0,43684.0,32389.7,29020.6,18372.1,17507.5,0.0,129284.5,0.0,32992.8,144281.1,541850.2,686131.3,483521.5,1031900.8,161674.2,42
35.1,75576.0,31892.0,43684.0,32073.7,28704.6,18056.1,17191.5,0.0,129284.5,0.0,32593.3,144281.2,541469.3,685750.5,483902.4,1031900.8,161358.2,42
36.1,75576.0,31892.0,43684.0,31817.8,28448.7,17800.2,16935.5,0.0,129284.5,0.0,32611.5,144281.2,541471.3,685752.4,483900.4,1031900.8,161102.2,42
37.1,75576.0,31892.0,43684.0,31572.6,28203.5,17555.0,16690.4,0.0,129284.5,0.0,32642.4,144281.2,541505.1,685786.3,483866.7,1031900.8,160857.1,42
