elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,75316.0,31632.0,43684.0,20284.5,16933.6,6224.2,5377.2,0.0,131723.5,0.0,18260.4,146685.2,522054.5,668739.7,503317.2,1031900.8,152008.1,42
1.1,75318.0,31634.0,43684.0,20281.4,16928.8,6220.0,5372.4,0.0,131723.6,0.0,18312.7,146685.2,522124.9,668810.1,503246.9,1031900.8,152005.0,42
2.1,75318.0,31634.0,43684.0,20287.7,16935.0,6226.2,5378.7,0.0,131723.6,0.0,18314.1,146685.2,522106.1,668791.3,503265.7,1031900.8,152011.2,42
3.1,75318.0,31634.0,43684.0,20300.3,16947.5,6238.8,5391.2,0.0,131723.6,0.0,18325.3,146685.0,522127.9,668812.9,503243.8,1031900.8,152023.9,42
4.1,75318.0,31634.0,43684.0,20298.3,16945.6,6236.8,5389.2,0.0,131723.6,0.0,18381.0,146685.0,522189.4,668874.3,503182.4,1031900.8,152021.9,42
5.1,75318.0,31634.0,43684.0,20256.7,16903.8,6195.2,5347.5,0.0,131723.6,0.0,18417.9,146685.0,522212.7,668897.7,503159.0,1031900.8,151980.2,42
6.1,75318.0,31634.0,43684.0,20281.1,16928.2,6219.6,5371.9,0.0,131723.6,0.0,18454.8,146684.9,522260.4,668945.3,503111.3,1031900.8,152004.6,42
7.1,75318.0,31634.0,43684.0,20279.5,16926.7,6218.0,5370.3,0.0,131723.6,0.0,18081.6,146685.1,521888.6,668573.7,503483.1,1031900.8,152003.1,42
8.1,75320.0,31636.0,43684.0,20279.7,16926.8,6218.2,5370.5,0.0,131723.6,0.0,18081.8,146685.1,521859.9,668544.9,503511.9,1031900.8,152003.2,42
9.1,75322.0,31636.0,43686.0,20295.2,16939.8,6233.7,5383.4,0.0,131723.6,0.0,17972.5,146685.0,521740.9,668425.8,503630.9,1031900.8,152018.8,42
10.1,75322.0,31636.0,43686.0,20291.2,16935.8,6229.7,5379.5,0.0,131723.6,0.0,17972.8,146685.1,521758.7,668443.8,503613.0,1031900.8,152014.8,42
11.1,75322.0,31636.0,43686.0,20291.5,16936.0,6230.0,5379.7,0.0,131723.6,0.0,17973.1,146685.1,521773.8,668458.9,503597.3,1031900.8,152015.0,42
12.1,75322.0,31636.0,43686.0,20285.8,16930.4,6224.3,5374.1,0.0,131723.6,0.0,17973.2,146685.2,521779.3,668464.5,503592.4,1031900.8,152009.4,42
13.1,75322.0,31636.0,43686.0,20285.9,16930.5,6224.4,5374.1,0.0,131723.6,0.0,17973.7,146685.0,521768.7,668453.6,503603.1,1031900.8,152009.5,42
14.1,75322.0,31636.0,43686.0,20284.1,16928.7,6222.6,5372.4,0.0,131723.6,0.0,17974.1,146685.0,521752.6,668437.6,503619.2,1031900.8,152007.7,42
