t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0781,8192,0,105000,0.0780,0.0000,,,,,,
1.00,0.0781,8192,0,105000,0.0780,0.0000,,,,,,
1.50,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
2.00,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
2.50,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
3.00,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
3.50,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
4.00,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
4.50,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
5.00,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
5.50,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
6.00,0.1212,12716,0,105000,0.1211,0.0050,,,,,,
6.50,0.2418,25383,0,105000,0.2417,0.0050,,,,,,
7.00,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
7.50,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
8.00,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
8.50,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
9.00,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
9.50,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
10.00,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
10.50,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
11.00,0.3198,33575,0,105000,0.3198,0.0000,,,,,,
11.50,0.3623,38038,0,105000,0.3623,0.0050,,,,,,
12.00,0.3623,38038,0,105000,0.3623,0.0050,,,,,,
12.50,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
13.00,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
13.50,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
14.00,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
14.50,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
15.00,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
15.50,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
16.00,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
16.50,0.4403,46230,0,105000,0.4403,0.0000,,,,,,
17.00,0.4830,38036,0,105000,0.3622,0.0050,,,,,,
17.50,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
18.00,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
18.50,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
19.00,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
19.50,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
20.00,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
20.50,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
21.00,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
21.50,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
22.00,0.5610,46228,0,105000,0.4403,0.0000,,,,,,
22.50,0.6036,50700,0,105000,0.4829,0.0050,,,,,,
23.00,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
23.50,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
24.00,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
24.50,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
25.00,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
25.50,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
26.00,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
26.50,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
27.00,0.6816,58892,0,105000,0.5609,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
27.50,0.7242,50695,0,105000,0.4828,0.0050,0.4405,88974,1,202000,0.4405,0.0000
28.00,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
28.50,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
29.00,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
29.50,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
30.00,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
30.50,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
31.00,0.8022,58887,0,105000,0.5608,0.0000,0.4405,88974,1,202000,0.4405,0.0000
