elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,75498.0,31814.0,43684.0,20238.2,16882.6,6303.4,5456.3,0.0,185794.3,0.0,16924.1,200417.6,467901.4,668319.0,557470.3,1031900.8,206032.5,42
1.1,75724.0,32040.0,43684.0,20268.7,16911.4,6332.9,5485.1,0.0,185794.3,0.0,16954.5,200417.8,467937.2,668354.9,557434.6,1031900.8,206063.0,42
2.1,75724.0,32040.0,43684.0,20273.3,16915.9,6337.5,5489.6,0.0,185794.3,0.0,16956.8,200417.7,467932.6,668350.3,557439.2,1031900.8,206067.7,42
3.1,75724.0,32040.0,43684.0,20267.9,16910.5,6332.1,5484.2,0.0,185794.3,0.0,16985.8,200417.8,467987.2,668405.0,557384.5,1031900.8,206062.3,42
4.1,75724.0,32040.0,43684.0,20204.0,16846.6,6268.1,5420.2,0.0,185794.3,0.0,17031.8,200417.8,468012.6,668430.4,557359.1,1031900.8,205998.3,42
5.1,75724.0,32040.0,43684.0,20202.0,16844.6,6266.2,5418.3,0.0,185794.3,0.0,17030.9,200417.9,468012.6,668430.5,557359.1,1031900.8,205996.4,42
6.1,75724.0,32040.0,43684.0,20196.0,16838.6,6260.2,5412.3,0.0,185794.3,0.0,17141.9,200417.8,468146.2,668564.0,557225.5,1031900.8,205990.4,42
7.1,75724.0,32040.0,43684.0,20150.1,16792.6,6214.3,5366.3,0.0,185794.3,0.0,17385.2,200417.9,468382.3,668800.3,556989.4,1031900.8,205944.4,42
8.1,75726.0,32040.0,43686.0,20150.1,16792.7,6214.3,5366.4,0.0,185617.7,0.0,17573.7,200240.7,468554.0,668794.7,556817.7,1031900.8,205767.8,42
9.1,75726.0,32040.0,43686.0,20148.2,16790.7,6212.4,5364.4,0.0,185794.3,0.0,17596.7,200418.0,468602.4,669020.4,556769.3,1031900.8,205942.5,42
10.1,75726.0,32040.0,43686.0,20146.2,16788.8,6210.4,5362.4,0.0,185794.3,0.0,17247.2,200417.9,468252.2,668670.1,557119.5,1031900.8,205940.5,42
11.1,75726.0,32040.0,43686.0,20146.2,16788.8,6210.4,5362.5,0.0,185794.4,0.0,17305.5,200417.9,468312.6,668730.5,557059.1,1031900.8,205940.6,42
12.1,75726.0,32040.0,43686.0,20142.4,16785.0,6206.6,5358.6,0.0,185794.4,0.0,17249.2,200417.8,468243.6,668661.4,557128.2,1031900.8,205936.8,42
13.1,75726.0,32040.0,43686.0,20142.4,16785.0,6206.6,5358.7,0.0,185794.4,0.0,17295.5,200417.9,468295.6,668713.5,557076.1,1031900.8,205936.8,42
14.1,75726.0,32040.0,43686.0,20140.8,16783.3,6205.0,5357.0,0.0,185794.4,0.0,17350.4,200417.9,468356.2,668774.1,557015.6,1031900.8,205935.1,42
15.1,75732.0,32044.0,43688.0,20157.6,16798.3,6221.8,5372.0,0.0,185794.4,0.0,17409.8,200417.9,468390.0,668807.9,556981.7,1031900.8,205952.0,42
16.1,75732.0,32044.0,43688.0,20158.2,16798.9,6222.4,5372.6,0.0,185794.4,0.0,17465.2,200418.0,468472.7,668890.6,556899.0,1031900.8,205952.6,42
17.1,75732.0,32044.0,43688.0,20150.4,16791.1,6214.6,5364.8,0.0,185794.4,0.0,17521.1,200417.9,468499.8,668917.7,556871.9,1031900.8,205944.8,42
18.1,75732.0,32044.0,43688.0,20146.5,16787.2,6210.7,5360.9,0.0,185794.4,0.0,17576.3,200417.9,468567.8,668985.7,556803.9,1031900.8,205940.9,42
19.1,75732.0,32044.0,43688.0,20150.6,16791.3,6214.8,5365.0,0.0,185794.4,0.0,17420.5,200417.9,468425.8,668843.7,556945.9,1031900.8,205945.0,42
20.1,75732.0,32044.0,43688.0,20146.6,16787.3,6210.8,5361.0,0.0,185794.4,0.0,17429.6,200417.9,468439.1,668857.0,556932.7,1031900.8,205941.0,42
21.1,75732.0,32044.0,43688.0,20146.6,16787.3,6210.8,5361.0,0.0,185794.4,0.0,17386.6,200417.9,468402.4,668820.4,556969.3,1031900.8,205941.0,42
22.1,75732.0,32044.0,43688.0,20142.6,16783.3,6206.8,5357.0,0.0,185794.4,0.0,17404.9,200417.9,468418.5,668836.4,556953.3,1031900.8,205937.0,42
23.1,75732.0,32044.0,43688.0,20130.6,16771.3,6194.8,5345.0,0.0,185794.4,0.0,17423.4,200418.0,468422.5,668840.5,556949.2,1031900.8,205925.0,42
24.1,75732.0,32044.0,43688.0,20122.6,16763.3,6186.8,5337.0,0.0,185794.4,0.0,17441.8,200417.9,468433.2,668851.1,556938.5,1031900.8,205917.0,42
25.1,75732.0,32044.0,43688.0,20126.6,16767.3,6190.8,5341.0,0.0,185794.4,0.0,17496.8,200417.9,468501.3,668919.3,556870.4,1031900.8,205921.0,42
26.1,75732.0,32044.0,43688.0,20124.6,16765.3,6188.8,5339.0,0.0,185794.4,0.0,17588.7,200417.9,468575.1,668993.0,556796.7,1031900.8,205919.0,42
27.1,75732.0,32044.0,43688.0,20124.6,16765.3,6188.8,5339.0,0.0,185794.4,0.0,17717.1,200418.1,468718.5,669136.6,556653.2,1031900.8,205919.0,42
28.1,75732.0,32044.0,43688.0,20078.6,16719.3,6142.8,5293.0,0.0,185794.4,0.0,17818.4,200418.0,468838.6,669256.7,556533.1,1031900.8,205873.0,42
29.1,75734.0,32046.0,43688.0,20127.2,16765.3,6188.8,5339.0,0.0,185794.4,0.0,17919.5,200417.9,468946.3,669364.3,556425.4,1031900.8,205921.6,42
30.1,75734.0,32046.0,43688.0,20117.2,16755.2,6178.7,5328.9,0.0,185794.4,0.0,17809.1,200418.1,468840.5,669258.6,556531.2,1031900.8,205911.6,42
31.1,75734.0,32046.0,43688.0,20103.3,16741.4,6164.9,5315.0,0.0,185794.4,0.0,17809.4,200418.1,468830.1,669248.2,556542.1,1031900.8,205897.7,42
32.1,75734.0,32046.0,43688.0,20103.6,16741.7,6165.2,5315.4,0.0,185794.4,0.0,17554.7,200418.0,468596.6,669014.6,556775.2,1031900.8,205898.0,42
33.1,75734.0,32046.0,43688.0,20099.7,16737.8,6161.3,5311.5,0.0,185794.4,0.0,17588.2,200418.1,468643.0,669061.1,556728.7,1031900.8,205894.2,42
34.1,75734.0,32046.0,43688.0,20081.8,16719.9,6143.4,5293.6,0.0,185628.6,0.0,17673.2,200251.9,468674.1,668926.0,556697.6,1031900.8,205710.4,42
35.1,75734.0,32046.0,43688.0,20085.9,16724.0,6147.5,5297.7,0.0,185794.4,0.0,17629.0,200418.0,468656.6,669074.6,556715.1,1031900.8,205880.3,42
36.1,75734.0,32046.0,43688.0,20085.9,16724.0,6147.5,5297.7,0.0,185794.4,0.0,17629.0,200418.1,468653.4,669071.5,556718.3,1031900.8,205880.3,42
37.1,75734.0,32046.0,43688.0,20083.9,16722.0,6145.5,5295.7,0.0,185794.4,0.0,17665.7,200418.0,468683.8,669101.8,556687.9,1031900.8,205878.3,42
38.1,75734.0,32046.0,43688.0,20083.9,16722.0,6145.5,5295.7,0.0,185794.4,0.0,17693.3,200418.1,468725.7,669143.8,556646.0,1031900.8,205878.4,42
