t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
23.00,0.4952,6467,0,105000,0.0616,0.9891,0.0323,6517,1,202000,0.0323,0.0000
23.50,0.4955,6486,0,105000,0.0618,0.9896,0.0323,6517,1,202000,0.0323,0.0000
24.00,0.4958,6476,0,105000,0.0617,0.9890,0.0162,3269,1,202000,0.0162,0.0000
24.50,0.4962,6455,0,105000,0.0615,0.9895,0.0162,3269,1,202000,0.0162,0.0000
25.00,0.4965,6459,0,105000,0.0615,0.9891,0.0162,3269,1,202000,0.0162,0.0000
25.50,0.4969,6516,0,105000,0.0621,0.9891,0.0324,6544,1,202000,0.0324,0.0000
26.00,0.4972,6519,0,105000,0.0621,0.9891,0.0324,6544,1,202000,0.0324,0.0000
26.50,0.4975,6504,0,105000,0.0619,0.9891,0.0163,3293,1,202000,0.0163,0.0000
27.00,0.4979,6539,0,105000,0.0623,0.9895,0.0163,3293,1,202000,0.0163,0.0000
27.50,0.4982,6555,0,105000,0.0624,0.9891,0.0329,6640,1,202000,0.0329,0.0000
28.00,0.5289,9732,0,105000,0.0927,0.9895,0.0329,6640,1,202000,0.0329,0.0000
28.50,0.5292,9708,0,105000,0.0925,0.9890,0.0329,6640,1,202000,0.0329,0.0000
29.00,0.5296,9809,0,105000,0.0934,0.9895,0.0327,6601,1,202000,0.0327,0.0000
29.50,0.5602,13014,0,105000,0.1239,0.9895,0.0327,6601,1,202000,0.0327,0.0000
30.00,0.5606,13060,0,105000,0.1244,0.9895,0.0655,13226,1,202000,0.0655,0.0000
30.50,0.5912,16238,0,105000,0.1546,0.9895,0.0655,13226,1,202000,0.0655,0.0000
31.00,0.5915,9790,0,105000,0.0932,0.0127,0.0489,9872,1,202000,0.0489,0.0000
31.50,0.6221,12976,0,105000,0.1236,0.0131,0.0489,9872,1,202000,0.0489,0.0000
32.00,0.6523,19328,0,105000,0.1841,0.9896,0.0489,9872,1,202000,0.0489,0.0000
32.50,0.6526,12903,0,105000,0.1229,0.0130,0.0810,16357,1,202000,0.0810,0.0000
33.00,0.6830,19334,0,105000,0.1841,0.9894,0.0810,16357,1,202000,0.0810,0.0000
33.50,0.6833,12896,0,105000,0.1228,0.0127,0.0645,13020,1,202000,0.0645,0.0000
34.00,0.7136,19260,0,105000,0.1834,0.9896,0.0645,13020,1,202000,0.0645,0.0000
34.51,0.7136,19260,0,105000,0.1834,0.9896,0.0645,13020,1,202000,0.0645,0.0000
35.01,0.7139,12895,0,105000,0.1228,0.9896,0.0645,13038,1,202000,0.0645,0.0000
35.51,0.7142,9653,0,105000,0.0919,0.0127,0.0645,13038,1,202000,0.0645,0.0000
36.01,0.7445,12829,0,105000,0.1222,0.9895,0.0482,9736,1,202000,0.0482,0.0000
36.51,0.7445,12829,0,105000,0.1222,0.9895,0.0482,9736,1,202000,0.0482,0.0000
37.01,0.7448,9598,0,105000,0.0914,0.9895,0.0482,9736,1,202000,0.0482,0.0000
37.51,0.7452,9671,0,105000,0.0921,0.9891,0.0481,9723,1,202000,0.0481,0.0000
38.01,0.7455,9691,0,105000,0.0923,0.9896,0.0481,9723,1,202000,0.0481,0.0000
38.51,0.7455,9691,0,105000,0.0923,0.9896,0.0325,6562,1,202000,0.0325,0.0000
39.01,0.7458,6445,0,105000,0.0614,0.9895,0.0325,6562,1,202000,0.0325,0.0000
39.51,0.7461,6473,0,105000,0.0616,0.9891,0.0325,6558,1,202000,0.0325,0.0000
40.01,0.7465,6511,0,105000,0.0620,0.9891,0.0325,6558,1,202000,0.0325,0.0000
40.51,0.7468,6470,0,105000,0.0616,0.9896,0.0325,6558,1,202000,0.0325,0.0000
41.01,0.7472,6463,0,105000,0.0616,0.9890,0.0161,3254,1,202000,0.0161,0.0000
41.51,0.7475,6489,0,105000,0.0618,0.9890,0.0161,3254,1,202000,0.0161,0.0000
42.01,0.7478,6535,0,105000,0.0622,0.9895,0.0328,6619,1,202000,0.0328,0.0000
42.51,0.7482,6556,0,105000,0.0624,0.9891,0.0328,6619,1,202000,0.0328,0.0000
43.01,0.7787,9688,0,105000,0.0923,0.9891,0.0328,6619,1,202000,0.0328,0.0000
43.51,0.7791,9718,0,105000,0.0926,0.9895,0.0322,6503,1,202000,0.0322,0.0000
44.01,0.7794,9830,0,105000,0.0936,0.9895,0.0322,6503,1,202000,0.0322,0.0000
44.51,0.7797,9830,0,105000,0.0936,0.9891,0.0493,9956,1,202000,0.0493,0.0000
45.01,0.8108,9757,0,105000,0.0929,0.0130,0.0493,9956,1,202000,0.0493,0.0000
45.51,0.8410,16173,0,105000,0.1540,0.9894,0.0648,13084,1,202000,0.0648,0.0000
46.01,0.8410,16173,0,105000,0.1540,0.9894,0.0648,13084,1,202000,0.0648,0.0000
46.51,0.8417,9791,0,105000,0.0932,0.0127,0.0648,13084,1,202000,0.0648,0.0000
47.01,0.8720,16144,0,105000,0.1538,0.9895,0.0809,16350,1,202000,0.0809,0.0000
47.51,0.8726,13009,0,105000,0.1239,0.0130,0.0809,16350,1,202000,0.0809,0.0000
48.01,0.9029,12891,0,105000,0.1228,0.0127,0.0644,13014,1,202000,0.0644,0.0000
48.51,0.9332,16145,0,105000,0.1538,0.9895,0.0644,13014,1,202000,0.0644,0.0000
49.01,0.9336,16160,0,105000,0.1539,0.9896,0.0644,13014,1,202000,0.0644,0.0000
49.51,0.9339,12912,0,105000,0.1230,0.0130,0.0810,16366,1,202000,0.0810,0.0000
50.01,0.9642,16090,0,105000,0.1532,0.9895,0.0810,16366,1,202000,0.0810,0.0000
50.51,0.9642,16090,0,105000,0.1532,0.9895,0.0647,13063,1,202000,0.0647,0.0000
51.01,0.9645,9657,0,105000,0.0920,0.0130,0.0647,13063,1,202000,0.0647,0.0000
51.51,0.9948,12796,0,105000,0.1219,0.9896,0.0642,12961,1,202000,0.0642,0.0000
52.01,0.9951,12855,0,105000,0.1224,0.9890,0.0642,12961,1,202000,0.0642,0.0000
52.51,0.9951,12855,0,105000,0.1224,0.9890,0.0324,6539,1,202000,0.0324,0.0000
53.01,0.9955,9678,0,105000,0.0922,0.9896,0.0324,6539,1,202000,0.0324,0.0000
53.51,0.9958,9683,0,105000,0.0922,0.9896,0.0324,6539,1,202000,0.0324,0.0000
54.01,0.9958,9683,0,105000,0.0922,0.9896,0.0323,6523,1,202000,0.0323,0.0000
54.51,0.9961,6481,0,105000,0.0617,0.9891,0.0323,6523,1,202000,0.0323,0.0000
55.01,0.9965,6480,0,105000,0.0617,0.9896,0.0161,3257,1,202000,0.0161,0.0000
55.51,0.9968,3253,0,105000,0.0310,0.9891,0.0161,3257,1,202000,0.0161,0.0000
56.01,0.9974,6470,0,105000,0.0616,0.9891,0.0161,3257,1,202000,0.0161,0.0000
56.51,0.9978,6534,0,105000,0.0622,0.9895,0.0325,6555,1,202000,0.0325,0.0000
57.01,0.9981,6533,0,105000,0.0622,0.9891,0.0325,6555,1,202000,0.0325,0.0000
57.51,0.9985,3291,0,105000,0.0313,0.0127,0.0163,3291,1,202000,0.0163,0.0000
58.01,0.9976,9738,0,105000,0.0927,0.9895,0.0163,3291,1,202000,0.0163,0.0000
58.51,0.9980,9804,0,105000,0.0934,0.9891,0.0163,3291,1,202000,0.0163,0.0000
59.01,0.9983,9833,0,105000,0.0936,0.9895,0.0492,9929,1,202000,0.0492,0.0000
59.51,0.9978,12983,0,105000,0.1236,0.9891,0.0492,9929,1,202000,0.0492,0.0000
60.01,0.9981,13017,0,105000,0.1240,0.9895,0.0651,13157,1,202000,0.0651,0.0000
60.51,0.9984,9769,0,105000,0.0930,0.0128,0.0651,13157,1,202000,0.0651,0.0000
61.01,0.9973,13001,0,105000,0.1238,0.9895,0.0651,13157,1,202000,0.0651,0.0000
61.51,0.9976,12970,0,105000,0.1235,0.9896,0.0652,13166,1,202000,0.0652,0.0000
62.01,0.9968,16140,0,105000,0.1537,0.9895,0.0652,13166,1,202000,0.0652,0.0000
62.51,0.9968,16140,0,105000,0.1537,0.9895,0.0810,16354,1,202000,0.0810,0.0000
63.01,0.9952,16144,0,105000,0.1538,0.9895,0.0810,16354,1,202000,0.0810,0.0000
63.51,0.9952,16144,0,105000,0.1538,0.9895,0.0810,16354,1,202000,0.0810,0.0000
64.01,0.9955,12986,0,105000,0.1237,0.9896,0.0648,13090,1,202000,0.0648,0.0000
64.51,0.9947,16154,0,105000,0.1538,0.9895,0.0648,13090,1,202000,0.0648,0.0000
65.01,0.9947,16154,0,105000,0.1538,0.9895,0.0810,16368,1,202000,0.0810,0.0000
65.51,0.9941,16083,0,105000,0.1532,0.9895,0.0810,16368,1,202000,0.0810,0.0000
66.01,0.9941,16083,0,105000,0.1532,0.9895,0.0645,13022,1,202000,0.0645,0.0000
66.51,0.9944,12938,0,105000,0.1232,0.9891,0.0645,13022,1,202000,0.0645,0.0000
67.01,0.9936,16020,0,105000,0.1526,0.9895,0.0804,16233,1,202000,0.0804,0.0000
67.51,0.9936,16020,0,105000,0.1526,0.9895,0.0804,16233,1,202000,0.0804,0.0000
68.01,0.9939,12838,0,105000,0.1223,0.9895,0.0804,16233,1,202000,0.0804,0.0000
68.51,0.9939,12838,0,105000,0.1223,0.9895,0.0480,9706,1,202000,0.0480,0.0000
69.01,0.9943,9677,0,105000,0.0922,0.9891,0.0480,9706,1,202000,0.0480,0.0000
69.51,0.9946,9686,0,105000,0.0922,0.9895,0.0486,9817,1,202000,0.0486,0.0000
70.01,0.9946,9686,0,105000,0.0922,0.9895,0.0486,9817,1,202000,0.0486,0.0000
70.51,0.9949,6431,0,105000,0.0612,0.9896,0.0486,9817,1,202000,0.0486,0.0000
71.01,0.9952,3249,0,105000,0.0309,0.9890,0.0324,6551,1,202000,0.0324,0.0000
71.51,0.9959,6497,0,105000,0.0619,0.9895,0.0324,6551,1,202000,0.0324,0.0000
72.01,0.9962,3241,0,105000,0.0309,0.0128,0.0326,6587,1,202000,0.0326,0.0000
72.51,0.9956,9659,0,105000,0.0920,0.9890,0.0326,6587,1,202000,0.0326,0.0000
73.01,0.9959,9785,0,105000,0.0932,0.9895,0.0326,6587,1,202000,0.0326,0.0000
73.51,0.9963,9791,0,105000,0.0932,0.9890,0.0491,9909,1,202000,0.0491,0.0000
74.01,0.9966,9798,0,105000,0.0933,0.9891,0.0491,9909,1,202000,0.0491,0.0000
74.51,0.9959,12952,0,105000,0.1234,0.9895,0.0492,9932,1,202000,0.0492,0.0000
75.01,0.9959,12952,0,105000,0.1234,0.9895,0.0492,9932,1,202000,0.0492,0.0000
75.51,0.9962,9691,0,105000,0.0923,0.9890,0.0486,9816,1,202000,0.0486,0.0000
76.01,0.9966,9728,0,105000,0.0926,0.9895,0.0486,9816,1,202000,0.0486,0.0000
76.51,0.9949,12900,0,105000,0.1229,0.9894,0.0486,9816,1,202000,0.0486,0.0000
77.01,0.9952,12945,0,105000,0.1233,0.9895,0.0647,13073,1,202000,0.0647,0.0000
77.51,0.9952,12945,0,105000,0.1233,0.9895,0.0647,13073,1,202000,0.0647,0.0000
78.01,0.9959,6600,0,105000,0.0629,0.0127,0.0493,9960,1,202000,0.0493,0.0000
78.51,0.9952,9784,0,105000,0.0932,0.0131,0.0493,9960,1,202000,0.0493,0.0000
79.01,0.9944,12889,0,105000,0.1228,0.0130,0.0809,16345,1,202000,0.0809,0.0000
79.51,0.9944,12889,0,105000,0.1228,0.0130,0.0809,16345,1,202000,0.0809,0.0000
80.01,0.9939,12882,0,105000,0.1227,0.0127,0.0809,16345,1,202000,0.0809,0.0000
80.51,0.9932,19307,0,105000,0.1839,0.9896,0.0966,19515,1,202000,0.0966,0.0000
81.01,0.9932,19307,0,105000,0.1839,0.9896,0.0966,19515,1,202000,0.0966,0.0000
81.51,0.9932,19307,0,105000,0.1839,0.9896,0.0808,16315,1,202000,0.0808,0.0000
82.01,0.9935,9677,0,105000,0.0922,0.0127,0.0808,16315,1,202000,0.0808,0.0000
82.51,0.9932,12852,0,105000,0.1224,0.9895,0.0808,16315,1,202000,0.0808,0.0000
83.01,0.9932,12852,0,105000,0.1224,0.9895,0.0644,13016,1,202000,0.0644,0.0000
83.51,0.9935,9606,0,105000,0.0915,0.9895,0.0644,13016,1,202000,0.0644,0.0000
84.01,0.9939,6457,0,105000,0.0615,0.9890,0.0482,9737,1,202000,0.0482,0.0000
84.51,0.9942,9681,0,105000,0.0922,0.9896,0.0482,9737,1,202000,0.0482,0.0000
85.01,0.9942,9681,0,105000,0.0922,0.9896,0.0324,6552,1,202000,0.0324,0.0000
85.51,0.9945,6442,0,105000,0.0614,0.9896,0.0324,6552,1,202000,0.0324,0.0000
86.01,0.9948,6496,0,105000,0.0619,0.9895,0.0326,6587,1,202000,0.0326,0.0000
86.51,0.9955,3293,0,105000,0.0314,0.0131,0.0326,6587,1,202000,0.0326,0.0000
87.01,0.9938,9646,0,105000,0.0919,0.9895,0.0326,6587,1,202000,0.0326,0.0000
87.51,0.9941,9639,0,105000,0.0918,0.9890,0.0483,9764,1,202000,0.0483,0.0000
88.01,0.9945,9710,0,105000,0.0925,0.9891,0.0483,9764,1,202000,0.0483,0.0000
88.51,0.9948,9775,0,105000,0.0931,0.9894,0.0490,9907,1,202000,0.0490,0.0000
89.01,0.9955,9788,0,105000,0.0932,0.9891,0.0490,9907,1,202000,0.0490,0.0000
89.51,0.9958,6548,0,105000,0.0624,0.0127,0.0490,9907,1,202000,0.0490,0.0000
90.01,0.9949,9718,0,105000,0.0926,0.9895,0.0486,9814,1,202000,0.0486,0.0000
90.51,0.9952,9680,0,105000,0.0922,0.9895,0.0486,9814,1,202000,0.0486,0.0000
91.01,0.9955,9749,0,105000,0.0928,0.9891,0.0486,9811,1,202000,0.0486,0.0000
91.51,0.9950,12925,0,105000,0.1231,0.9895,0.0486,9811,1,202000,0.0486,0.0000
92.01,0.9953,12997,0,105000,0.1238,0.9895,0.0652,13162,1,202000,0.0652,0.0000
92.51,0.9953,12997,0,105000,0.1238,0.9895,0.0652,13162,1,202000,0.0652,0.0000
93.01,0.9960,6616,0,105000,0.0630,0.0127,0.0495,9994,1,202000,0.0495,0.0000
93.51,0.9963,9808,0,105000,0.0934,0.0127,0.0495,9994,1,202000,0.0495,0.0000
94.01,0.9955,12902,0,105000,0.1229,0.0127,0.0495,9994,1,202000,0.0495,0.0000
94.51,0.9955,12902,0,105000,0.1229,0.0127,0.0805,16252,1,202000,0.0805,0.0000
95.01,0.9948,12854,0,105000,0.1224,0.0130,0.0805,16252,1,202000,0.0805,0.0000
95.51,0.9942,19319,0,105000,0.1840,0.9896,0.0967,19535,1,202000,0.0967,0.0000
96.01,0.9942,19319,0,105000,0.1840,0.9896,0.0967,19535,1,202000,0.0967,0.0000
96.51,0.9942,19319,0,105000,0.1840,0.9896,0.0967,19535,1,202000,0.0967,0.0000
97.01,0.9942,19319,0,105000,0.1840,0.9896,0.0648,13093,1,202000,0.0648,0.0000
97.51,0.9945,9728,0,105000,0.0926,0.9896,0.0648,13093,1,202000,0.0648,0.0000
98.01,0.9948,6480,0,105000,0.0617,0.0130,0.0488,9859,1,202000,0.0488,0.0000
98.51,0.9939,9624,0,105000,0.0917,0.9895,0.0488,9859,1,202000,0.0488,0.0000
99.01,0.9942,6462,0,105000,0.0615,0.9891,0.0484,9771,1,202000,0.0484,0.0000
99.51,0.9946,9677,0,105000,0.0922,0.9896,0.0484,9771,1,202000,0.0484,0.0000
100.01,0.9949,9747,0,105000,0.0928,0.9895,0.0484,9771,1,202000,0.0484,0.0000
100.51,0.9952,9714,0,105000,0.0925,0.9896,0.0489,9879,1,202000,0.0489,0.0000
101.01,0.9956,3255,0,105000,0.0310,0.0130,0.0489,9879,1,202000,0.0489,0.0000
101.51,0.9945,9654,0,105000,0.0919,0.9891,0.0484,9779,1,202000,0.0484,0.0000
102.02,0.9949,9700,0,105000,0.0924,0.9891,0.0484,9779,1,202000,0.0484,0.0000
102.52,0.9952,9735,0,105000,0.0927,0.9896,0.0488,9866,1,202000,0.0488,0.0000
103.02,0.9955,9728,0,105000,0.0926,0.9890,0.0488,9866,1,202000,0.0488,0.0000
103.52,0.9962,9782,0,105000,0.0932,0.9891,0.0488,9866,1,202000,0.0488,0.0000
104.02,0.9962,9782,0,105000,0.0932,0.9891,0.0490,9907,1,202000,0.0490,0.0000
104.52,0.9954,9668,0,105000,0.0921,0.9891,0.0490,9907,1,202000,0.0490,0.0000
105.02,0.9958,9641,0,105000,0.0918,0.9896,0.0485,9801,1,202000,0.0485,0.0000
105.52,0.9961,9760,0,105000,0.0930,0.9895,0.0485,9801,1,202000,0.0485,0.0000
106.02,0.9964,9805,0,105000,0.0934,0.9895,0.0485,9801,1,202000,0.0485,0.0000
106.52,0.9968,9839,0,105000,0.0937,0.9891,0.0492,9930,1,202000,0.0492,0.0000
107.02,0.9960,13003,0,105000,0.1238,0.9895,0.0492,9930,1,202000,0.0492,0.0000
107.52,0.9963,9743,0,105000,0.0928,0.0128,0.0652,13177,1,202000,0.0652,0.0000
108.02,0.9952,12910,0,105000,0.1230,0.9895,0.0652,13177,1,202000,0.0652,0.0000
108.52,0.9956,12942,0,105000,0.1233,0.9895,0.0652,13177,1,202000,0.0652,0.0000
109.02,0.9948,16121,0,105000,0.1535,0.9895,0.0649,13106,1,202000,0.0649,0.0000
109.52,0.9951,16205,0,105000,0.1543,0.9891,0.0649,13106,1,202000,0.0649,0.0000
110.02,0.9955,12958,0,105000,0.1234,0.0130,0.0813,16420,1,202000,0.0813,0.0000
110.52,0.9955,12958,0,105000,0.1234,0.0130,0.0813,16420,1,202000,0.0813,0.0000
111.02,0.9945,13023,0,105000,0.1240,0.9895,0.0813,16420,1,202000,0.0813,0.0000
111.52,0.9938,16113,0,105000,0.1535,0.9895,0.0653,13188,1,202000,0.0653,0.0000
112.02,0.9938,16113,0,105000,0.1535,0.9895,0.0653,13188,1,202000,0.0653,0.0000
112.52,0.9941,12874,0,105000,0.1226,0.9895,0.0645,13029,1,202000,0.0645,0.0000
113.02,0.9944,9620,0,105000,0.0916,0.0131,0.0645,13029,1,202000,0.0645,0.0000
113.52,0.9922,12812,0,105000,0.1220,0.9890,0.0645,13029,1,202000,0.0645,0.0000
114.02,0.9925,12822,0,105000,0.1221,0.9895,0.0642,12978,1,202000,0.0642,0.0000
114.52,0.9925,12822,0,105000,0.1221,0.9895,0.0642,12978,1,202000,0.0642,0.0000
115.02,0.9928,9743,0,105000,0.0928,0.9895,0.0483,9749,1,202000,0.0483,0.0000
115.52,0.9932,9731,0,105000,0.0927,0.9896,0.0483,9749,1,202000,0.0483,0.0000
116.02,0.9932,9731,0,105000,0.0927,0.9896,0.0327,6602,1,202000,0.0327,0.0000
116.52,0.9935,6434,0,105000,0.0613,0.9895,0.0327,6602,1,202000,0.0327,0.0000
117.02,0.9938,6448,0,105000,0.0614,0.9890,0.0327,6602,1,202000,0.0327,0.0000
117.52,0.9945,3282,0,105000,0.0313,0.0000,0.0324,6540,1,202000,0.0324,0.0000
118.02,0.9945,6447,0,105000,0.0614,0.9895,0.0324,6540,1,202000,0.0324,0.0000
118.52,0.9948,6475,0,105000,0.0617,0.9894,0.0325,6558,1,202000,0.0325,0.0000
119.02,0.9952,6522,0,105000,0.0621,0.9891,0.0325,6558,1,202000,0.0325,0.0000
119.52,0.9952,6522,0,105000,0.0621,0.9891,0.0164,3303,1,202000,0.0164,0.0000
120.02,0.9955,3263,0,105000,0.0311,0.9891,0.0164,3303,1,202000,0.0164,0.0000
120.52,0.9958,6504,0,105000,0.0619,0.9890,0.0164,3303,1,202000,0.0164,0.0000
121.02,0.9962,6520,0,105000,0.0621,0.9894,0.0164,3303,1,202000,0.0164,0.0000
121.52,0.9969,6516,0,105000,0.0621,0.9890,0.0329,6638,1,202000,0.0329,0.0000
122.02,0.9969,6516,0,105000,0.0621,0.9890,0.0329,6638,1,202000,0.0329,0.0000
122.52,0.9972,3288,0,105000,0.0313,0.9895,0.0163,3291,1,202000,0.0163,0.0000
123.02,0.9972,3288,0,105000,0.0313,0.9895,0.0163,3291,1,202000,0.0163,0.0000
123.52,0.9975,3299,0,105000,0.0314,0.9895,0.0163,3291,1,202000,0.0163,0.0000
124.02,0.9979,3282,0,105000,0.0313,0.9894,0.0163,3291,1,202000,0.0163,0.0000
124.52,0.9979,3282,0,105000,0.0313,0.9894,0.0163,3291,1,202000,0.0163,0.0000
125.02,0.9979,3282,0,105000,0.0313,0.9894,0.0165,3324,1,202000,0.0165,0.0000
125.52,0.9982,3276,0,105000,0.0312,0.9894,0.0165,3324,1,202000,0.0165,0.0000
126.02,0.9982,3276,0,105000,0.0312,0.9894,0.0165,3324,1,202000,0.0165,0.0000
