t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784786051.4,0.0,98352,28128,28128,21072,21024,19887,17619
1784786052.5,1.1,99664,29022,28546,21072,21024,20091,17643
1784786053.6,2.2,100000,29292,28546,21072,21090,20307,17673
1784786054.7,3.3,100004,29296,28546,21072,21090,20322,17738
1784786055.8,4.4,100408,29296,28884,21138,21090,20372,17801
1784786056.9,5.5,100408,29296,28884,21138,21090,20383,17862
1784786057.9,6.6,100408,29296,28884,21138,21090,20678,17918
1784786059.1,7.7,100428,29296,28884,21138,21110,20461,17965
1784786060.1,8.8,100428,29296,28884,21138,21110,20528,18026
1784786061.2,9.9,100442,29296,28886,21150,21110,20699,18074
1784786062.3,11.0,100506,29298,28888,21150,21170,20849,18127
1784786063.4,12.0,100506,29298,28888,21150,21170,20674,18183
1784786064.5,13.1,100526,29298,28888,21170,21170,20630,18237
1784786065.6,14.2,100526,29298,28888,21170,21170,20630,18284
1784786066.7,15.3,100526,29298,28888,21170,21170,20774,18330
1784786067.8,16.4,100526,29298,28888,21170,21170,20877,18384
1784786068.9,17.5,100526,29298,28888,21170,21170,20691,18437
1784786069.9,18.6,100526,29298,28888,21170,21170,20778,18485
1784786071.0,19.7,100526,29298,28888,21170,21170,20703,18547
1784786072.1,20.7,100526,29298,28888,21170,21170,20714,18597
1784786073.2,21.8,100526,29298,28888,21170,21170,20714,18646
1784786074.3,22.9,100526,29298,28888,21170,21170,21022,18695
1784786075.4,24.0,100526,29298,28888,21170,21170,20757,18733
1784786076.5,25.1,100526,29298,28888,21170,21170,20804,18783
1784786077.6,26.2,100526,29298,28888,21170,21170,20916,18827
1784786078.7,27.3,100526,29298,28888,21170,21170,20813,18884
1784786079.7,28.4,100526,29298,28888,21170,21170,20782,18918
1784786080.8,29.4,100526,29298,28888,21170,21170,20799,18967
1784786081.9,30.5,100526,29298,28888,21170,21170,20971,19016
1784786083.0,31.6,100526,29298,28888,21170,21170,20755,19059
1784786084.1,32.7,100526,29298,28888,21170,21170,20845,19111
1784786085.2,33.8,100526,29298,28888,21170,21170,20862,19177
1784786086.3,34.9,100526,29298,28888,21170,21170,20829,19218
1784786087.4,36.0,100526,29298,28888,21170,21170,20792,19258
1784786088.4,37.1,100526,29298,28888,21170,21170,20966,19303
1784786089.5,38.2,100526,29298,28888,21170,21170,20930,19341
1784786090.6,39.2,100526,29298,28888,21170,21170,20914,19386
1784786091.7,40.4,100526,29298,28888,21170,21170,20868,19425
1784786092.8,41.4,100526,29298,28888,21170,21170,20862,19471
1784786093.9,42.5,100526,29298,28888,21170,21170,20893,19516
1784786095.0,43.6,100526,29298,28888,21170,21170,20863,19549
1784786096.1,44.8,100526,29298,28888,21170,21170,20962,19549
1784786097.2,45.9,100528,29298,28890,21170,21170,20886,19549
1784786098.3,47.0,100528,29298,28890,21170,21170,20840,19549
1784786099.4,48.0,100528,29298,28890,21170,21170,20839,19549
1784786100.5,49.2,100528,29298,28890,21170,21170,20831,19549
1784786101.6,50.2,100528,29298,28890,21170,21170,20851,19549
1784786102.7,51.3,100528,29298,28890,21170,21170,20844,19549
1784786103.8,52.4,100528,29298,28890,21170,21170,20966,19549
1784786104.9,53.5,100528,29298,28890,21170,21170,20934,19549
1784786106.0,54.6,100528,29298,28890,21170,21170,20896,19549
1784786107.1,55.7,100528,29298,28890,21170,21170,20866,19549
1784786108.2,56.8,100528,29298,28890,21170,21170,20826,19549
1784786109.3,57.9,100528,29298,28890,21170,21170,20934,19549
1784786110.4,59.0,100528,29298,28890,21170,21170,20898,19549
1784786111.5,60.1,100528,29298,28890,21170,21170,20852,19549
1784786112.6,61.2,100528,29298,28890,21170,21170,20850,19549
1784786113.7,62.3,100528,29298,28890,21170,21170,20850,19549
1784786114.8,63.4,100528,29298,28890,21170,21170,20860,19549
1784786115.8,64.5,100528,29298,28890,21170,21170,20868,19550
1784786116.9,65.6,100528,29298,28890,21170,21170,20872,19550
1784786118.0,66.7,100528,29298,28890,21170,21170,20865,19550
1784786119.1,67.7,100528,29298,28890,21170,21170,20872,19550
1784786120.2,68.8,100528,29298,28890,21170,21170,20876,19550
1784786121.3,69.9,100528,29298,28890,21170,21170,20887,19550
1784786122.4,71.0,100528,29298,28890,21170,21170,20887,19550
1784786123.5,72.1,100528,29298,28890,21170,21170,20892,19550
1784786124.6,73.2,100528,29298,28890,21170,21170,20868,19550
1784786125.7,74.3,100528,29298,28890,21170,21170,20914,19550
1784786126.8,75.4,100528,29298,28890,21170,21170,20887,19550
1784786127.8,76.5,100528,29298,28890,21170,21170,20882,19550
1784786128.9,77.6,100528,29298,28890,21170,21170,20871,19550
1784786130.1,78.7,100528,29298,28890,21170,21170,20872,19550
1784786131.1,79.8,100528,29298,28890,21170,21170,20878,19550
1784786132.2,80.9,100528,29298,28890,21170,21170,20955,19550
1784786133.4,82.0,100528,29298,28890,21170,21170,20981,19550
1784786134.5,83.1,100528,29298,28890,21170,21170,20873,19550
1784786135.5,84.2,100528,29298,28890,21170,21170,21011,19550
