t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784184086.9,0.0,81700,20313,20313,20477,20597,26860,27838
1784184088.0,1.1,82754,20741,20939,20477,20597,26965,27838
1784184089.1,2.2,82756,20741,20941,20477,20597,26984,27838
1784184090.2,3.3,83098,21079,20943,20477,20599,27059,28636
1784184091.3,4.4,83120,21079,20943,20479,20619,27123,29419
1784184092.4,5.4,83120,21079,20943,20479,20619,27146,30632
1784184093.5,6.5,83122,21081,20943,20479,20619,27190,31581
1784184094.5,7.6,83122,21081,20943,20479,20619,27195,32402
1784184095.7,8.7,83124,21083,20943,20479,20619,27237,33154
1784184096.8,9.8,83124,21083,20943,20479,20619,27489,33889
1784184097.8,10.9,83124,21083,20943,20479,20619,27292,34908
1784184098.9,12.0,83124,21083,20943,20479,20619,27320,35550
1784184100.0,13.1,83124,21083,20943,20479,20619,27308,36159
1784184101.1,14.2,83126,21085,20943,20479,20619,27327,36409
1784184102.2,15.3,83126,21085,20943,20479,20619,27360,36443
1784184103.3,16.3,83126,21085,20943,20479,20619,27364,36465
1784184104.4,17.4,83126,21085,20943,20479,20619,27367,36972
1784184105.5,18.5,83126,21085,20943,20479,20619,27391,37928
1784184106.6,19.6,83126,21085,20943,20479,20619,27409,38786
1784184107.7,20.7,83128,21085,20945,20479,20619,27441,39346
1784184108.8,21.8,83128,21085,20945,20479,20619,27438,39726
1784184109.9,23.0,83148,21085,20945,20499,20619,27440,40009
1784184111.0,24.1,83148,21085,20945,20499,20619,27443,40691
1784184112.1,25.2,83148,21085,20945,20499,20619,27461,41519
1784184113.2,26.3,83148,21085,20945,20499,20619,27452,42057
1784184114.3,27.4,83148,21085,20945,20499,20619,27477,42066
1784184115.4,28.4,83148,21085,20945,20499,20619,27449,42695
1784184116.5,29.6,83148,21085,20945,20499,20619,27451,43252
1784184117.6,30.7,83148,21085,20945,20499,20619,27457,44314
1784184118.7,31.7,83148,21085,20945,20499,20619,27417,44927
1784184119.8,32.8,83148,21085,20945,20499,20619,27485,45423
1784184120.9,33.9,83148,21085,20945,20499,20619,27526,45816
1784184122.0,35.1,83148,21085,20945,20499,20619,27458,46051
1784184123.1,36.2,83148,21085,20945,20499,20619,27549,46445
1784184124.2,37.3,83148,21085,20945,20499,20619,27548,46747
1784184125.3,38.4,83148,21085,20945,20499,20619,27552,46987
