t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784185213.7,0.0,98472,28128,28128,21072,21144,20415,26501
1784185214.8,1.1,99752,28782,28754,21072,21144,20494,26501
1784185215.9,2.1,100470,29434,28754,21072,21210,21075,26523
1784185217.0,3.2,100610,29436,28754,21150,21270,20822,26535
1784185218.0,4.3,100612,29436,28756,21150,21270,20858,26536
1784185219.1,5.4,100632,29436,28756,21170,21270,20878,26536
1784185220.2,6.5,100632,29436,28756,21170,21270,20900,26536
1784185221.3,7.6,100636,29436,28760,21170,21270,21121,26536
1784185222.4,8.7,100636,29436,28760,21170,21270,20968,26536
1784185223.5,9.8,100636,29436,28760,21170,21270,20997,26536
1784185224.6,10.9,100636,29436,28760,21170,21270,21002,26536
1784185225.7,12.0,100636,29436,28760,21170,21270,21077,26537
1784185226.8,13.1,100636,29436,28760,21170,21270,21095,26537
1784185227.9,14.2,100656,29436,28760,21170,21290,21094,26537
1784185229.0,15.3,100656,29436,28760,21170,21290,21095,26537
1784185230.0,16.3,100656,29436,28760,21170,21290,21087,26537
1784185231.2,17.4,100656,29436,28760,21170,21290,21104,26537
1784185232.3,18.5,100656,29436,28760,21170,21290,21083,26537
1784185233.4,19.6,100656,29436,28760,21170,21290,21079,26537
1784185234.4,20.7,100656,29436,28760,21170,21290,21102,26537
1784185235.6,21.8,100656,29436,28760,21170,21290,21095,26537
1784185236.6,22.9,100656,29436,28760,21170,21290,21093,26537
1784185237.7,24.0,100656,29436,28760,21170,21290,21088,26537
1784185238.8,25.1,100656,29436,28760,21170,21290,21104,26537
1784185239.9,26.2,100656,29436,28760,21170,21290,21110,26537
1784185241.0,27.3,100656,29436,28760,21170,21290,21107,26537
1784185242.1,28.4,100656,29436,28760,21170,21290,21123,26537
1784185243.2,29.5,100656,29436,28760,21170,21290,21122,26537
1784185244.3,30.6,100656,29436,28760,21170,21290,21159,26537
1784185245.4,31.7,100656,29436,28760,21170,21290,21152,26537
1784185246.5,32.8,100656,29436,28760,21170,21290,21229,26537
