t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784790025.5,331.3,82604,20823,20823,20479,20479,19685,20163
1784790026.5,332.4,82604,20823,20823,20479,20479,19685,20163
1784790027.6,333.5,82604,20823,20823,20479,20479,19691,20163
1784790028.7,334.6,82604,20823,20823,20479,20479,19692,20163
1784790029.7,335.6,82604,20823,20823,20479,20479,19693,20163
1784790030.8,336.7,82604,20823,20823,20479,20479,19696,20163
1784790031.9,337.7,82604,20823,20823,20479,20479,19693,20163
1784790033.0,338.8,82604,20823,20823,20479,20479,19694,20163
1784790034.0,339.9,82604,20823,20823,20479,20479,19693,20163
1784790035.1,341.0,82604,20823,20823,20479,20479,19691,20163
1784790036.2,342.0,82604,20823,20823,20479,20479,19675,20163
1784790037.2,343.1,82604,20823,20823,20479,20479,19676,20163
1784790038.3,344.2,82604,20823,20823,20479,20479,19676,20163
1784790039.4,345.3,82604,20823,20823,20479,20479,19678,20163
1784790040.5,346.3,82604,20823,20823,20479,20479,19681,20163
1784790041.5,347.4,82604,20823,20823,20479,20479,19677,20163
1784790042.6,348.5,82604,20823,20823,20479,20479,19673,20163
1784790043.7,349.6,82604,20823,20823,20479,20479,19674,20163
1784790044.7,350.6,82604,20823,20823,20479,20479,19675,20163
1784790045.8,351.7,82604,20823,20823,20479,20479,19676,20164
1784790046.9,352.8,82604,20823,20823,20479,20479,19677,20164
1784790047.9,353.8,82604,20823,20823,20479,20479,19675,20164
1784790049.0,354.9,82604,20823,20823,20479,20479,19676,20164
1784790050.1,355.9,82604,20823,20823,20479,20479,19676,20164
1784790051.1,357.0,82604,20823,20823,20479,20479,19686,20164
1784790052.2,358.1,82604,20823,20823,20479,20479,19686,20164
1784790053.3,359.2,82604,20823,20823,20479,20479,19685,20164
1784790054.4,360.2,82604,20823,20823,20479,20479,19688,20164
1784790055.4,361.3,82604,20823,20823,20479,20479,19689,20164
1784790056.5,362.4,82604,20823,20823,20479,20479,19689,20164
1784790057.6,363.5,82604,20823,20823,20479,20479,19690,20164
1784790058.6,364.5,82604,20823,20823,20479,20479,19688,20164
1784790059.7,365.6,82604,20823,20823,20479,20479,19689,20164
1784790060.8,366.7,82604,20823,20823,20479,20479,19691,20164
1784790061.9,367.7,82604,20823,20823,20479,20479,19689,20164
1784790063.0,368.8,82604,20823,20823,20479,20479,19687,20164
1784790064.0,369.9,82604,20823,20823,20479,20479,19681,20164
1784790065.1,371.0,82604,20823,20823,20479,20479,19681,20164
1784790066.2,372.0,82604,20823,20823,20479,20479,19681,20164
1784790067.3,373.1,82604,20823,20823,20479,20479,19681,20164
1784790068.3,374.2,82604,20823,20823,20479,20479,19681,20164
1784790069.4,375.3,82604,20823,20823,20479,20479,19682,20164
1784790070.4,376.3,82604,20823,20823,20479,20479,19683,20164
1784790071.5,377.4,82604,20823,20823,20479,20479,19682,20164
1784790072.6,378.4,82604,20823,20823,20479,20479,19684,20164
1784790073.6,379.5,82604,20823,20823,20479,20479,19687,20164
1784790074.7,380.6,82604,20823,20823,20479,20479,19690,20164
1784790075.8,381.7,82604,20823,20823,20479,20479,19689,20164
1784790076.9,382.7,82604,20823,20823,20479,20479,19688,20164
1784790078.0,383.8,82604,20823,20823,20479,20479,19689,20164
1784790079.0,384.9,82604,20823,20823,20479,20479,19686,20164
1784790080.1,386.0,82604,20823,20823,20479,20479,19685,20164
1784790081.2,387.0,82604,20823,20823,20479,20479,19684,20164
1784790082.3,388.1,82604,20823,20823,20479,20479,19684,20164
1784790083.3,389.2,82604,20823,20823,20479,20479,19686,20164
1784790084.4,390.3,82604,20823,20823,20479,20479,19686,20164
1784790085.5,391.4,82604,20823,20823,20479,20479,19684,20164
1784790086.5,392.4,82604,20823,20823,20479,20479,19683,20164
1784790087.6,393.5,82604,20823,20823,20479,20479,19682,20164
1784790088.7,394.6,82604,20823,20823,20479,20479,19680,20164
1784790089.8,395.7,82604,20823,20823,20479,20479,19678,20164
1784790090.9,396.7,82604,20823,20823,20479,20479,19674,20164
1784790091.9,397.8,82604,20823,20823,20479,20479,19677,20164
1784790093.0,398.9,82604,20823,20823,20479,20479,19678,20164
1784790094.0,399.9,82604,20823,20823,20479,20479,19678,20164
1784790095.1,401.0,82604,20823,20823,20479,20479,19679,20164
1784790096.2,402.0,82604,20823,20823,20479,20479,19676,20164
1784790097.3,403.1,82604,20823,20823,20479,20479,19675,20164
1784790098.4,404.2,82604,20823,20823,20479,20479,19675,20164
1784790099.4,405.3,82604,20823,20823,20479,20479,19673,20165
1784790100.5,406.3,82604,20823,20823,20479,20479,19675,20165
1784790101.5,407.4,82604,20823,20823,20479,20479,19675,20165
1784790102.6,408.5,82604,20823,20823,20479,20479,19675,20165
1784790103.7,409.5,82604,20823,20823,20479,20479,19677,20165
1784790104.7,410.6,82604,20823,20823,20479,20479,19675,20165
1784790105.8,411.7,82604,20823,20823,20479,20479,19675,20165
1784790106.8,412.7,82604,20823,20823,20479,20479,19675,20165
1784790107.9,413.8,82604,20823,20823,20479,20479,19679,20165
1784790109.0,414.9,82604,20823,20823,20479,20479,19677,20165
1784790110.1,415.9,82604,20823,20823,20479,20479,19678,20165
1784790111.1,417.0,82604,20823,20823,20479,20479,19678,20165
1784790112.2,418.0,82604,20823,20823,20479,20479,19676,20165
1784790113.3,419.1,82604,20823,20823,20479,20479,19675,20165
1784790114.3,420.2,82604,20823,20823,20479,20479,19675,20165
1784790115.4,421.3,82604,20823,20823,20479,20479,19676,20165
1784790116.4,422.3,82604,20823,20823,20479,20479,19675,20165
1784790117.5,423.4,82604,20823,20823,20479,20479,19672,20165
1784790118.6,424.5,82604,20823,20823,20479,20479,19674,20165
1784790119.7,425.5,82604,20823,20823,20479,20479,19675,20165
1784790120.7,426.6,82604,20823,20823,20479,20479,19676,20165
1784790121.8,427.7,82604,20823,20823,20479,20479,19675,20165
1784790122.8,428.7,82604,20823,20823,20479,20479,19679,20165
1784790123.9,429.8,82604,20823,20823,20479,20479,19680,20165
1784790125.0,430.9,82604,20823,20823,20479,20479,19679,20165
1784790126.1,432.0,82604,20823,20823,20479,20479,19679,20165
