elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,75094.0,31410.0,43684.0,20499.3,17146.7,6535.2,5687.1,0.0,159419.1,0.0,17206.3,174235.7,494616.1,668851.8,530755.6,1031900.8,179918.4,42
1.1,75544.0,31860.0,43684.0,20528.2,17174.9,6563.7,5715.2,0.0,159419.1,0.0,17270.5,174235.6,494692.6,668928.2,530679.1,1031900.8,179947.3,42
2.1,75546.0,31862.0,43684.0,20538.1,17183.8,6573.0,5724.2,0.0,159419.1,0.0,17310.2,174235.6,494711.8,668947.4,530659.9,1031900.8,179957.2,42
3.1,75548.0,31864.0,43684.0,20538.4,17184.0,6573.2,5724.4,0.0,159419.1,0.0,17294.7,174235.6,494700.4,668936.1,530671.3,1031900.8,179957.5,42
4.1,75548.0,31864.0,43684.0,20496.7,17142.3,6531.5,5682.6,0.0,159419.1,0.0,16927.2,174235.6,494340.7,668576.4,531031.0,1031900.8,179915.8,42
5.1,75548.0,31864.0,43684.0,20497.0,17142.6,6531.8,5682.9,0.0,159419.1,0.0,16982.5,174235.6,494406.1,668641.7,530965.6,1031900.8,179916.1,42
6.1,75548.0,31864.0,43684.0,20495.1,17140.6,6529.9,5681.0,0.0,159419.1,0.0,17001.2,174235.6,494420.1,668655.7,530951.6,1031900.8,179914.2,42
7.1,75548.0,31864.0,43684.0,20493.2,17138.8,6528.0,5679.2,0.0,159419.1,0.0,17022.3,174235.7,494440.5,668676.1,530931.3,1031900.8,179912.3,42
8.1,75550.0,31864.0,43686.0,20489.4,17135.0,6524.3,5675.4,0.0,159419.1,0.0,17047.8,174235.5,494465.0,668700.5,530906.8,1031900.8,179908.5,42
9.1,75550.0,31864.0,43686.0,20493.5,17139.1,6528.3,5679.5,0.0,159419.1,0.0,17075.8,174235.5,494475.8,668711.2,530895.9,1031900.8,179912.6,42
10.1,75550.0,31864.0,43686.0,20493.5,17139.1,6528.4,5679.5,0.0,159419.1,0.0,17158.0,174235.6,494560.2,668795.9,530811.5,1031900.8,179912.7,42
11.1,75550.0,31864.0,43686.0,20495.6,17141.2,6530.4,5681.5,0.0,159419.1,0.0,17305.4,174235.6,494722.6,668958.2,530649.1,1031900.8,179914.7,42
12.1,75550.0,31864.0,43686.0,20493.6,17139.2,6528.4,5679.6,0.0,159419.1,0.0,17563.0,174235.6,494988.3,669223.9,530383.4,1031900.8,179912.7,42
13.1,75554.0,31868.0,43686.0,20510.7,17153.7,6545.5,5694.1,0.0,159419.1,0.0,17811.0,174235.6,495209.9,669445.5,530161.8,1031900.8,179929.8,42
14.1,75554.0,31868.0,43686.0,20510.9,17153.9,6545.7,5694.3,0.0,159419.1,0.0,17930.5,174235.7,495332.2,669567.8,530039.5,1031900.8,179930.0,42
15.1,75554.0,31868.0,43686.0,20497.0,17139.9,6531.8,5680.3,0.0,159423.9,0.0,17901.5,174240.4,495297.7,669538.1,530074.1,1031900.8,179920.9,42
16.1,75554.0,31868.0,43686.0,20483.1,17126.1,6518.0,5666.5,0.0,159424.7,0.0,17929.3,174241.3,495330.1,669571.4,530041.6,1031900.8,179907.9,42
17.1,75556.0,31868.0,43688.0,20493.2,17136.2,6528.0,5676.5,0.0,159424.7,0.0,17887.0,174241.3,495281.4,669522.7,530090.3,1031900.8,179917.9,42
18.1,75556.0,31868.0,43688.0,20489.2,17132.2,6524.0,5672.5,0.0,159424.7,0.0,17887.0,174241.4,495295.0,669536.4,530076.7,1031900.8,179913.9,42
19.1,75556.0,31868.0,43688.0,20489.3,17132.3,6524.1,5672.6,0.0,159424.7,0.0,17923.7,174241.4,495327.3,669568.7,530044.4,1031900.8,179914.0,42
20.1,75556.0,31868.0,43688.0,20491.4,17134.3,6526.2,5674.7,0.0,159424.8,0.0,17978.9,174241.5,495388.8,669630.3,529982.9,1031900.8,179916.1,42
21.1,75556.0,31868.0,43688.0,20475.5,17118.5,6510.3,5658.8,0.0,159424.8,0.0,18034.4,174241.5,495439.5,669680.9,529932.2,1031900.8,179900.2,42
22.1,75556.0,31868.0,43688.0,20475.6,17118.6,6510.4,5658.9,0.0,159424.8,0.0,18080.4,174241.5,495500.7,669742.2,529871.0,1031900.8,179900.3,42
23.1,75556.0,31868.0,43688.0,20473.8,17116.7,6508.6,5657.1,0.0,159424.8,0.0,18200.1,174241.5,495620.9,669862.3,529750.8,1031900.8,179898.5,42
24.1,75556.0,31868.0,43688.0,20452.2,17095.2,6487.0,5635.6,0.0,159425.0,0.0,18274.2,174241.6,495674.7,669916.4,529697.0,1031900.8,179877.2,42
25.1,75556.0,31868.0,43688.0,20365.4,17005.8,6397.6,5546.1,0.0,159425.0,0.0,18319.3,174241.6,495718.9,669960.5,529652.8,1031900.8,179790.4,42
26.1,75556.0,31868.0,43688.0,20365.9,17006.3,6398.2,5546.7,0.0,159425.0,0.0,18127.8,174241.7,495541.0,669782.6,529830.8,1031900.8,179790.9,42
27.1,75556.0,31868.0,43688.0,20368.7,17009.0,6400.9,5549.4,0.0,159425.0,0.0,18128.6,174241.7,495532.0,669773.7,529839.7,1031900.8,179793.7,42
28.1,75556.0,31868.0,43688.0,20264.7,16905.1,6297.0,5445.5,0.0,159425.0,0.0,18128.7,174241.6,495525.0,669766.6,529846.7,1031900.8,179689.7,42
29.1,75556.0,31868.0,43688.0,20170.7,16811.1,6203.0,5351.5,0.0,159425.0,0.0,18128.7,174241.6,495541.5,669783.1,529830.2,1031900.8,179595.7,42
30.1,75556.0,31868.0,43688.0,20170.7,16811.1,6203.0,5351.5,0.0,159425.0,0.0,18128.7,174241.7,495538.2,669779.9,529833.6,1031900.8,179595.7,42
