t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P0_hit,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D0_hit
# roles: P0:P D0:D
# metric: P0:cache_occupancy D0:unreachable
0.00,0.0000,0,0,105000,0.0000,0.0000,,,,,,
0.50,0.0608,6381,0,105000,0.0608,0.0000,,,,,,
1.00,0.0608,6381,0,105000,0.0608,0.0000,,,,,,
1.50,0.1218,12785,0,105000,0.1218,0.0099,,,,,,
2.00,0.1994,20936,0,105000,0.1994,0.0050,,,,,,
2.50,0.2775,29128,0,105000,0.2774,0.0050,,,,,,
3.00,0.3555,37320,0,105000,0.3554,0.0099,,,,,,
3.50,0.4335,39172,0,105000,0.3731,0.0000,,,,,,
4.00,0.4335,39172,0,105000,0.3731,0.0000,,,,,,
# metric: P0:cache_occupancy D0:cache_occupancy
4.50,0.4335,39172,0,105000,0.3731,0.0000,0.2450,38277,1,156229,0.2450,0.0000
5.00,0.4335,39172,0,105000,0.3731,0.0000,0.2450,38277,1,156229,0.2450,0.0000
5.50,0.4335,39172,0,105000,0.3731,0.0000,0.2450,38277,1,156229,0.2450,0.0000
6.00,0.4335,39172,0,105000,0.3731,0.0000,0.2450,38277,1,156229,0.2450,0.0000
6.50,0.4836,31738,0,105000,0.3023,0.9947,0.2450,38277,1,156229,0.2450,0.0000
7.00,0.4836,31738,0,105000,0.3023,0.9947,0.2045,31944,1,156229,0.2045,0.0000
7.50,0.4839,31784,0,105000,0.3027,0.9947,0.2045,31944,1,156229,0.2045,0.0000
8.00,0.4839,31784,0,105000,0.3027,0.9947,0.2045,31944,1,156229,0.2045,0.0000
8.50,0.4843,31816,0,105000,0.3030,0.9947,0.2045,31944,1,156229,0.2045,0.0000
9.00,0.4846,31854,0,105000,0.3034,0.9947,0.1642,25645,1,156229,0.1642,0.0000
9.50,0.4846,31854,0,105000,0.3034,0.9947,0.1642,25645,1,156229,0.1642,0.0000
10.00,0.4849,31905,0,105000,0.3039,0.9947,0.1642,25645,1,156229,0.1642,0.0000
10.50,0.4849,31905,0,105000,0.3039,0.9947,0.1642,25645,1,156229,0.1642,0.0000
11.00,0.4852,31909,0,105000,0.3039,0.9947,0.1642,25645,1,156229,0.1642,0.0000
11.50,0.4852,31909,0,105000,0.3039,0.9947,0.2056,32115,1,156229,0.2056,0.0000
12.00,0.4856,31874,0,105000,0.3036,0.9947,0.2056,32115,1,156229,0.2056,0.0000
12.50,0.4856,31874,0,105000,0.3036,0.9947,0.2056,32115,1,156229,0.2056,0.0000
13.00,0.4859,31866,0,105000,0.3035,0.9947,0.2056,32115,1,156229,0.2056,0.0000
13.50,0.4859,31866,0,105000,0.3035,0.9947,0.1642,25657,1,156229,0.1642,0.0000
14.00,0.4862,31908,0,105000,0.3039,0.9944,0.1642,25657,1,156229,0.1642,0.0000
14.50,0.4862,31908,0,105000,0.3039,0.9944,0.1642,25657,1,156229,0.1642,0.0000
15.00,0.4866,31956,0,105000,0.3043,0.9944,0.1642,25657,1,156229,0.1642,0.0000
15.50,0.4866,31956,0,105000,0.3043,0.9944,0.1642,25657,1,156229,0.1642,0.0000
16.00,0.4869,31990,0,105000,0.3047,0.9944,0.1642,25657,1,156229,0.1642,0.0000
16.50,0.4872,32030,0,105000,0.3050,0.9944,0.2061,32198,1,156229,0.2061,0.0000
17.00,0.4872,32030,0,105000,0.3050,0.9944,0.2061,32198,1,156229,0.2061,0.0000
17.50,0.4876,32083,0,105000,0.3056,0.9944,0.2061,32198,1,156229,0.2061,0.0000
18.00,0.4876,32083,0,105000,0.3056,0.9944,0.2061,32198,1,156229,0.2061,0.0000
18.50,0.4879,32087,0,105000,0.3056,0.9944,0.1653,25832,1,156229,0.1653,0.0000
19.00,0.4879,32087,0,105000,0.3056,0.9944,0.1653,25832,1,156229,0.1653,0.0000
19.50,0.4883,32052,0,105000,0.3053,0.9944,0.1653,25832,1,156229,0.1653,0.0000
20.00,0.4883,32052,0,105000,0.3053,0.9944,0.1653,25832,1,156229,0.1653,0.0000
20.50,0.4886,32044,0,105000,0.3052,0.9944,0.1653,25832,1,156229,0.1653,0.0000
21.00,0.4886,32044,0,105000,0.3052,0.9944,0.2064,32252,1,156229,0.2064,0.0000
21.50,0.4890,32088,0,105000,0.3056,0.9946,0.2064,32252,1,156229,0.2064,0.0000
22.00,0.4890,32088,0,105000,0.3056,0.9946,0.2064,32252,1,156229,0.2064,0.0000
22.50,0.4893,32135,0,105000,0.3060,0.9946,0.2064,32252,1,156229,0.2064,0.0000
23.00,0.4896,32168,0,105000,0.3064,0.9946,0.1656,25879,1,156229,0.1656,0.0000
23.50,0.4896,32168,0,105000,0.3064,0.9946,0.1656,25879,1,156229,0.1656,0.0000
