elapsed_s,gpu_hbm_mb,gpu0_hbm_mb,gpu1_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,rss_plus_cache_mb,n_pids
0.1,101822.0,31410.0,70412.0,21057.6,17596.2,7033.8,6077.4,0.0,131964.7,0.0,17675.6,146927.2,521629.7,668557.0,503742.0,1031900.8,153022.2,42
1.1,102684.0,32230.0,70454.0,21233.0,17635.4,7208.9,6116.7,0.0,131964.7,0.0,17730.4,146927.2,521921.0,668848.2,503450.7,1031900.8,153197.7,42
2.1,102684.0,32230.0,70454.0,21268.7,17638.1,7243.9,6119.3,0.0,131964.7,0.0,17765.1,146927.5,521861.2,668788.7,503510.5,1031900.8,153233.4,42
3.1,102686.0,32232.0,70454.0,21273.7,17642.9,7248.9,6124.2,0.0,131964.7,0.0,17797.5,146927.5,521912.3,668839.8,503459.4,1031900.8,153238.3,42
4.1,102686.0,32232.0,70454.0,21276.4,17645.5,7251.6,6126.7,0.0,131964.7,0.0,17854.7,146927.5,521974.4,668901.9,503397.3,1031900.8,153241.1,42
5.1,102686.0,32232.0,70454.0,21276.5,17645.6,7251.7,6126.8,0.0,131964.7,0.0,17923.7,146927.4,522029.3,668956.7,503342.4,1031900.8,153241.2,42
6.1,102688.0,32232.0,70456.0,21276.6,17645.7,7251.4,6127.0,0.0,131964.7,0.0,17942.5,146927.4,522048.0,668975.4,503323.8,1031900.8,153241.3,42
7.1,102688.0,32232.0,70456.0,21282.3,17650.5,7256.7,6131.7,0.0,131964.7,0.0,18065.8,146927.6,522190.5,669118.1,503181.2,1031900.8,153247.0,42
8.1,102688.0,32232.0,70456.0,21274.6,17642.8,7249.0,6124.0,0.0,131964.7,0.0,18067.2,146928.0,522193.7,669121.7,503178.0,1031900.8,153239.3,42
9.1,102688.0,32232.0,70456.0,21271.0,17639.2,7245.4,6120.4,0.0,131964.7,0.0,17922.2,146927.9,522084.4,669012.2,503287.3,1031900.8,153235.7,42
10.1,102688.0,32232.0,70456.0,21247.3,17615.5,7221.7,6096.7,0.0,131964.7,0.0,17978.4,146927.8,522095.3,669023.1,503276.4,1031900.8,153212.0,42
11.1,102688.0,32232.0,70456.0,21268.9,17637.1,7243.3,6118.4,0.0,131964.7,0.0,18029.8,146927.8,522146.8,669074.6,503224.9,1031900.8,153233.6,42
12.1,102688.0,32232.0,70456.0,21265.2,17633.4,7239.6,6114.6,0.0,131964.7,0.0,18057.5,146927.9,522186.0,669113.9,503185.7,1031900.8,153229.9,42
13.1,102688.0,32232.0,70456.0,21245.2,17613.5,7219.7,6094.7,0.0,131964.7,0.0,18076.2,146927.9,522204.1,669132.0,503167.6,1031900.8,153210.0,42
14.1,102688.0,32232.0,70456.0,21141.4,17509.6,7115.8,5990.8,0.0,131964.7,0.0,18103.8,146927.8,522222.4,669150.2,503149.3,1031900.8,153106.1,42
15.1,102688.0,32232.0,70456.0,21145.4,17513.6,7119.8,5994.8,0.0,131964.7,0.0,18131.5,146927.9,522232.0,669159.9,503139.7,1031900.8,153110.1,42
16.1,102688.0,32232.0,70456.0,21145.4,17513.6,7119.8,5994.8,0.0,131964.7,0.0,18159.0,146927.9,522259.5,669187.4,503112.2,1031900.8,153110.1,42
17.1,102688.0,32232.0,70456.0,21035.4,17403.6,7009.8,5884.9,0.0,131964.7,0.0,18168.3,146928.0,522286.6,669214.7,503085.1,1031900.8,153000.1,42
18.1,102690.0,32232.0,70458.0,20933.1,17301.3,6907.5,5782.6,0.0,131964.7,0.0,18191.4,146927.9,522291.4,669219.3,503080.4,1031900.8,152897.8,42
19.1,102690.0,32232.0,70458.0,20925.5,17293.7,6899.9,5775.0,0.0,131964.7,0.0,18238.4,146928.0,522348.2,669276.2,503023.5,1031900.8,152890.2,42
20.1,102690.0,32232.0,70458.0,20911.5,17279.7,6885.9,5761.0,0.0,131964.7,0.0,18257.0,146928.1,522362.5,669290.6,503009.2,1031900.8,152876.3,42
21.1,102692.0,32232.0,70460.0,20913.4,17279.8,6887.8,5761.0,0.0,131964.7,0.0,18257.0,146928.1,522359.2,669287.4,503012.5,1031900.8,152878.2,42
22.1,102692.0,32232.0,70460.0,20909.5,17275.8,6883.9,5757.0,0.0,131964.7,0.0,18257.1,146928.0,522349.3,669277.4,503022.4,1031900.8,152874.2,42
23.1,102692.0,32232.0,70460.0,20911.6,17277.9,6886.0,5759.1,0.0,131964.7,0.0,18257.2,146928.2,522381.6,669309.7,502990.1,1031900.8,152876.3,42
24.1,102694.0,32234.0,70460.0,20917.7,17284.0,6892.1,5765.3,0.0,131964.7,0.0,18257.3,146928.1,522372.3,669300.4,502999.4,1031900.8,152882.4,42
25.1,102694.0,32234.0,70460.0,20913.9,17280.2,6888.3,5761.5,0.0,131964.7,0.0,18257.5,146928.2,522356.2,669284.4,503015.5,1031900.8,152878.6,42
26.1,102694.0,32234.0,70460.0,20915.8,17282.1,6890.2,5763.4,0.0,131964.7,0.0,18057.5,146928.3,522155.9,669084.2,503215.8,1031900.8,152880.5,42
27.1,102694.0,32234.0,70460.0,20918.8,17285.1,6893.2,5766.4,0.0,131964.7,0.0,18095.5,146928.3,522199.8,669128.1,503171.9,1031900.8,152883.5,42
28.1,102694.0,32234.0,70460.0,20891.8,17258.1,6866.2,5739.4,0.0,131964.8,0.0,18152.0,146928.4,522255.5,669183.9,503116.2,1031900.8,152856.5,42
29.1,102694.0,32234.0,70460.0,20906.3,17272.6,6880.7,5753.9,0.0,131964.8,0.0,17931.8,146928.3,522050.4,668978.7,503321.3,1031900.8,152871.1,42
30.1,102694.0,32234.0,70460.0,20854.5,17220.9,6828.9,5702.1,0.0,131964.8,0.0,17960.1,146928.0,522071.8,668999.8,503299.9,1031900.8,152819.3,42
31.1,102694.0,32234.0,70460.0,20864.6,17230.9,6839.0,5712.2,0.0,131964.8,0.0,17978.5,146928.4,522078.4,669006.8,503293.3,1031900.8,152829.3,42
32.1,102694.0,32234.0,70460.0,20758.6,17124.9,6733.0,5606.2,0.0,131964.8,0.0,18006.0,146927.9,522100.7,669028.5,503271.1,1031900.8,152723.3,42
33.1,102694.0,32234.0,70460.0,20758.6,17124.9,6733.0,5606.2,0.0,131964.8,0.0,18001.9,146928.3,522118.8,669047.1,503252.9,1031900.8,152723.3,42
34.1,102694.0,32234.0,70460.0,20756.7,17123.1,6731.1,5604.3,0.0,131964.8,0.0,18057.2,146927.9,522179.0,669106.9,503192.7,1031900.8,152721.5,42
35.1,102694.0,32234.0,70460.0,20654.8,17021.1,6629.1,5502.3,0.0,131964.8,0.0,17797.8,146928.3,521896.6,668824.9,503475.1,1031900.8,152619.5,42
36.1,102694.0,32234.0,70460.0,20654.9,17021.2,6629.3,5502.5,0.0,131964.7,0.0,17834.7,146927.9,521945.4,668873.3,503426.3,1031900.8,152619.6,42
37.1,102694.0,32234.0,70460.0,20650.9,17017.2,6625.3,5498.5,0.0,131964.7,0.0,17697.4,146927.9,521819.2,668747.1,503552.5,1031900.8,152615.6,42
38.1,102694.0,32234.0,70460.0,20649.1,17015.4,6623.5,5496.7,0.0,131964.8,0.0,17697.4,146927.9,521811.3,668739.1,503560.4,1031900.8,152613.9,42
39.1,102694.0,32234.0,70460.0,20575.3,16941.6,6549.7,5422.9,0.0,131964.8,0.0,17742.9,146927.9,521847.6,668775.5,503524.1,1031900.8,152540.0,42
40.1,102696.0,32234.0,70462.0,20581.3,16947.6,6555.7,5428.9,0.0,131964.8,0.0,17825.9,146927.9,521939.9,668867.8,503431.8,1031900.8,152546.1,42
41.1,102696.0,32234.0,70462.0,20583.5,16949.8,6557.8,5431.1,0.0,131964.8,0.0,17588.4,146927.9,521707.7,668635.6,503664.0,1031900.8,152548.2,42
42.1,102696.0,32234.0,70462.0,20581.5,16947.9,6555.9,5429.1,0.0,131964.8,0.0,17652.8,146927.9,521773.5,668701.4,503598.3,1031900.8,152546.3,42
43.1,102696.0,32234.0,70462.0,20533.6,16899.9,6508.0,5381.2,0.0,131964.8,0.0,17772.7,146928.2,521920.6,668848.8,503451.1,1031900.8,152498.4,42
44.1,102696.0,32234.0,70462.0,20539.7,16906.0,6514.1,5387.3,0.0,131964.8,0.0,17901.4,146928.1,522026.8,668954.9,503344.9,1031900.8,152504.5,42
45.1,102696.0,32234.0,70462.0,20539.8,16906.1,6514.1,5387.3,0.0,131964.8,0.0,18048.5,146928.0,522149.8,669077.8,503221.9,1031900.8,152504.5,42
46.1,102696.0,32234.0,70462.0,20541.8,16908.1,6516.1,5389.3,0.0,131964.8,0.0,18195.4,146928.0,522298.5,669226.5,503073.2,1031900.8,152506.5,42
