t_s,P0_use,P0_used_tok,P0_running,P1_use,P1_used_tok,P1_running,D0_use,D0_used_tok,D0_running,D1_use,D1_used_tok,D1_running
# roles: P0:P P1:P D0:D D1:D
321.70,0.1921,3843,0,0.0035,70,0,0.7222,14444,0,0.2682,5364,0
322.20,0.2084,4168,0,0.0035,70,0,0.6644,13288,0,0.2682,5364,0
322.70,0.2084,4168,0,0.0035,70,0,0.6644,13288,0,0.2682,5364,0
323.20,0.2084,4168,0,0.0035,70,0,0.6644,13288,0,0.2682,5364,0
323.70,0.2084,4168,0,0.0035,70,0,0.6644,13288,0,0.1968,3936,0
324.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
324.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
325.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
325.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
326.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
326.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
327.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
327.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
328.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
328.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
329.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
329.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
330.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
330.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
331.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
331.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
332.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
332.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
333.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
333.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
334.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
334.70,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
335.20,0.2084,4168,0,0.0035,70,0,0.4682,9363,0,0.1968,3936,0
