t_s,P0_use,P0_used_tok,P0_running,P1_use,P1_used_tok,P1_running,D0_use,D0_used_tok,D0_running,D1_use,D1_used_tok,D1_running
23.00,0.1834,11004,0,0.0000,0,0,0.8056,168404,0,0.7948,166152,0
24.00,0.1728,10368,0,0.0000,0,0,0.8056,168404,0,0.7948,166152,0
25.00,0.1622,9731,0,0.0000,0,0,0.8056,168404,0,0.7948,166152,0
26.00,0.1569,9096,0,0.0000,0,0,0.8056,168404,0,0.7948,166152,0
27.00,0.2198,13190,0,0.0000,0,0,0.8056,168404,0,0.7948,166149,0
28.00,0.3563,21380,0,0.0000,0,0,0.8056,168404,0,0.7948,166149,0
29.00,0.6398,38390,0,0.0000,0,0,0.8056,168404,0,0.7948,166149,0
30.00,0.5595,33569,0,0.0000,0,0,0.8056,168407,0,0.7948,166149,0
31.00,0.5121,30726,0,0.0000,0,0,0.8056,168407,0,0.7948,166149,0
32.00,0.4700,28201,0,0.0000,0,0,0.8056,168407,0,0.7948,166148,0
33.00,0.6065,36389,0,0.0000,0,0,0.8056,168407,0,0.7948,166148,0
34.00,0.7062,42371,0,0.0000,0,0,0.8056,168407,0,0.7948,166148,0
35.00,0.9530,57180,0,0.0000,0,0,0.8056,168407,0,0.7948,166148,0
36.00,0.9885,59311,0,0.0000,0,0,0.8056,168406,0,0.7948,166148,0
37.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166148,0
38.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166148,0
39.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166148,0
40.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166151,0
41.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166151,0
42.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166151,0
43.00,0.9570,57422,0,0.0000,0,0,0.8056,168406,0,0.7948,166151,0
44.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166151,0
45.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166151,0
46.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166151,0
47.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166151,0
48.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166148,0
49.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166148,0
50.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166148,0
51.00,0.9570,57422,0,0.0000,0,0,0.8056,168410,0,0.7948,166148,0
52.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166148,0
53.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166148,0
54.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166148,0
55.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166148,0
56.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
57.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
58.00,0.9570,57422,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
59.00,0.8467,50801,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
60.00,0.3946,23673,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
61.00,0.1579,9474,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
62.00,0.3679,22073,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
63.00,0.3572,21430,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
64.00,0.3826,22957,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
65.00,0.3179,19073,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
66.00,0.1096,6575,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
67.00,0.3602,21614,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
68.01,0.4139,24836,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
69.01,0.2982,17893,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
70.01,0.3372,20235,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
71.01,0.0692,4149,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
72.01,0.2424,14544,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
73.01,0.5665,33993,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
74.01,0.3562,21374,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
75.01,0.1984,11906,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
76.01,0.3120,18717,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
77.01,0.1030,6182,0,0.0000,0,0,0.8056,168408,0,0.7948,166149,0
