t_s,P0_use,P0_used_tok,P0_running,P1_use,P1_used_tok,P1_running,D0_use,D0_used_tok,D0_running,D1_use,D1_used_tok,D1_running
# roles: P0:P P1:P D0:D D1:D
0.00,0.0000,0,0,0.0000,0,0,,,,,,
1.00,0.1115,6689,0,0.0000,0,0,,,,,,
2.00,0.1241,7445,0,0.0000,0,0,,,,,,
3.00,0.3289,19733,0,0.0000,0,0,,,,,,
4.00,0.3428,20567,0,0.0000,0,0,,,,,,
5.00,0.2501,15008,0,0.0000,0,0,0.2046,42779,0,0.1253,26201,0
6.00,0.2122,12734,0,0.0000,0,0,0.2046,42779,0,0.1098,22952,0
7.00,0.1853,11119,0,0.0000,0,0,0.1527,31919,0,0.1098,22952,0
8.00,0.1835,11010,0,0.0000,0,0,0.1527,31919,0,0.1098,22952,0
9.00,0.3565,21391,0,0.0000,0,0,0.8146,170273,0,0.1098,22952,0
10.00,0.2958,17746,0,0.0000,0,0,0.8146,170273,0,0.8117,169671,0
11.00,0.3032,18191,0,0.0000,0,0,0.8112,169566,0,0.8117,169671,0
12.00,0.1489,8931,0,0.0000,0,0,0.8112,169563,0,0.8111,169553,0
13.00,0.1383,8295,0,0.0000,0,0,0.8114,169603,0,0.8111,169553,0
14.00,0.1644,9865,0,0.0000,0,0,0.8116,169644,0,0.8111,169553,0
15.00,0.1538,9229,0,0.0000,0,0,0.8116,169644,0,0.8111,169553,0
16.00,0.1432,8592,0,0.0000,0,0,0.8116,169644,0,0.8056,168403,0
17.00,0.1694,10163,0,0.0000,0,0,0.8056,168398,0,0.8056,168403,0
18.00,0.1641,9845,0,0.0000,0,0,0.8056,168398,0,0.8056,168403,0
19.00,0.1535,9209,0,0.0000,0,0,0.8056,168398,0,0.8056,168403,0
20.00,0.1429,8572,0,0.0000,0,0,0.8056,168398,0,0.8056,168403,0
21.00,0.1691,10143,0,0.0000,0,0,0.8056,168399,0,0.8056,168403,0
22.00,0.1585,9508,0,0.0000,0,0,0.8056,168399,0,0.8056,168403,0
23.00,0.1854,11122,0,0.0000,0,0,0.8056,168399,0,0.8056,168405,0
