elapsed_s,gpu_hbm_mb,proc_rss_mb,proc_anon_mb,proc_pss_mb,proc_pss_anon_mb,proc_locked_mb,file_cache_mb,hicache_dir_mb,anonpages_mb,reclaimable_mb,nonreclaimable_mb,mem_used_mb,mem_avail_mb,mem_total_mb,n_pids
323.4,0.0,112219.9,108930.3,75537.7,74728.9,0.0,9395.1,1534.6,95254.7,11062.9,99257.1,111038.8,27421.7,128652.3,148
325.3,0.0,111595.6,108311.6,75325.5,74517.0,0.0,9327.7,1534.6,95756.3,11003.2,99581.5,111298.3,27102.5,128652.3,148
327.5,0.0,108413.2,105181.8,73997.5,73192.1,0.0,9093.8,1534.6,94079.2,10761.3,97948.4,109398.4,28760.5,128652.3,148
330.0,0.0,108110.0,104898.4,73812.1,73007.1,0.0,8764.5,1543.6,94043.7,10431.5,98182.1,109279.9,28549.2,128652.3,148
332.1,0.0,107681.7,104476.5,73587.0,72782.2,0.0,8693.6,1543.6,94475.7,10366.0,98602.9,109630.0,28133.6,128652.3,148
333.9,0.0,107379.0,104179.8,73476.0,72671.3,0.0,8652.0,1543.6,94646.0,10320.0,98974.7,109951.7,27765.9,128652.3,148
336.2,0.0,106720.9,103523.4,73272.1,72467.5,0.0,8548.0,1543.6,95376.4,10225.9,99897.9,110774.3,26849.7,128652.3,148
338.4,0.0,106346.1,103152.8,73109.8,72305.4,0.0,8450.7,1543.6,95974.3,10119.8,100373.2,111136.9,26380.5,128652.3,148
340.4,0.0,105537.9,102351.9,72899.2,72096.2,0.0,8420.6,1548.6,96217.7,10098.6,100741.3,111481.4,26014.7,128652.3,148
342.6,0.0,104908.8,101740.0,72336.4,71534.2,0.0,8179.1,1548.6,92770.3,9844.2,97026.4,107494.1,29747.7,128652.3,148
345.0,0.0,104329.2,101202.0,71918.0,71118.1,0.0,7957.0,1548.6,91986.8,9621.5,96790.6,107020.5,29998.6,128652.3,148
347.0,0.0,103736.4,100644.6,71660.0,70862.0,0.0,7812.8,1548.6,91029.4,9478.2,95479.9,105555.4,31320.4,128652.3,148
349.0,0.0,103622.9,100545.4,71569.9,70772.6,0.0,7683.0,1548.6,91153.2,9349.8,96147.6,106085.9,30661.5,128652.3,148
350.9,0.0,103378.8,100308.3,71426.3,70629.4,0.0,7641.4,1552.6,91498.3,9313.7,96448.6,106347.7,30363.6,128652.3,148
352.9,0.0,103151.0,100097.6,71218.2,70422.0,0.0,7573.9,1552.6,92018.5,9238.4,96811.2,106630.5,30005.4,128652.3,148
355.0,0.0,103047.7,100001.0,71124.7,70328.8,0.0,7506.7,1552.6,91444.9,9173.5,96188.1,105936.2,30634.9,128652.3,148
357.2,0.0,103039.8,100006.9,71130.6,70335.1,0.0,7438.1,1552.6,92077.7,9103.0,97051.5,106725.7,29774.9,128652.3,148
359.3,0.0,102793.2,99777.1,71171.9,70377.0,0.0,7228.1,1552.6,92930.4,8891.9,97818.1,107264.1,29025.5,128652.3,148
361.3,0.0,102842.8,99841.9,71237.6,70443.1,0.0,7168.1,1559.6,93556.1,8830.9,98475.5,107857.0,28371.5,128652.3,148
363.5,0.0,102478.4,99523.1,71171.8,70379.6,0.0,6598.8,1559.6,94339.3,8261.6,99114.0,107875.3,27784.0,128652.3,148
366.2,0.0,102445.9,99499.7,71166.7,70375.1,0.0,6543.2,1559.6,94792.1,8212.3,100084.5,108793.6,26816.2,128652.3,148
369.1,0.0,101846.5,98947.6,71110.1,70320.6,0.0,6072.0,1559.6,96409.9,7693.8,101200.8,109353.1,25758.3,128652.3,148
371.8,0.0,101695.4,98854.6,71017.2,70230.8,0.0,5717.3,1565.6,94262.6,7340.3,99121.9,106888.2,27869.7,128652.3,148
374.1,0.0,101668.4,98840.4,71009.8,70224.2,0.0,5503.3,1565.6,95341.5,7124.5,100385.6,107921.4,26620.7,128652.3,148
376.5,0.0,101764.9,98940.5,71109.8,70324.4,0.0,5390.8,1565.6,95768.5,7010.0,100836.4,108249.5,26178.1,128652.3,148
378.6,0.0,101642.8,98834.9,71191.6,70406.7,0.0,5303.1,1565.6,97017.2,6921.5,102096.8,109414.3,24924.8,128652.3,148
381.1,0.0,101376.6,98634.2,71107.4,70326.1,0.0,4867.6,1565.6,96236.1,6502.4,101170.0,108029.2,25890.8,128652.3,148
384.0,0.0,101013.5,98397.3,71039.9,70261.7,0.0,4143.8,1568.6,94233.7,5758.2,99275.4,105340.4,27835.4,128652.3,148
386.3,0.0,100774.2,98397.7,71026.0,70262.1,0.0,3911.1,1568.6,95256.2,5161.0,101401.0,106847.0,24947.6,128652.3,148
388.1,0.0,100551.0,98394.6,71011.7,70261.4,0.0,3860.5,1568.6,95832.5,5083.3,101480.2,106845.0,25451.9,128652.3,148
390.0,0.0,100445.3,98395.2,71009.0,70262.0,0.0,3804.3,1568.6,96527.9,5026.5,101922.3,107227.9,25012.2,128652.3,148
392.0,0.0,100332.5,98395.3,71003.0,70262.2,0.0,3561.1,1568.6,97344.8,4782.4,102632.2,107679.2,24316.8,128652.3,148
395.3,0.0,100292.8,98387.7,70999.1,70260.4,0.0,2621.8,1574.6,95636.7,3848.9,100850.0,104902.1,26160.4,128652.3,148
397.6,0.0,100288.9,98386.3,70997.5,70258.9,0.0,2576.6,1574.6,96457.3,3794.2,102456.6,106451.6,24556.2,128652.3,148
399.8,0.0,100288.0,98386.5,70997.6,70259.1,0.0,2561.4,1574.6,96819.9,3777.3,102649.0,106626.2,24364.7,128652.3,148
402.1,0.0,100259.7,98378.1,70994.2,70256.8,0.0,2458.9,1574.6,97166.7,3676.6,102584.4,106454.0,24436.2,128652.3,148
404.1,0.0,100255.0,98375.4,70994.2,70256.9,0.0,2275.3,1574.6,95877.8,3491.3,101179.7,104854.0,25850.9,128652.3,148
406.0,0.0,100250.3,98375.4,70994.0,70257.0,0.0,2247.2,1580.6,96466.5,3465.0,102114.5,105761.0,24917.6,128652.3,148
408.6,0.0,100247.4,98375.5,70993.8,70257.1,0.0,2102.5,1580.6,96163.9,3315.5,101594.0,105081.9,25447.2,128652.3,148
411.0,0.0,100237.0,98376.1,70993.8,70257.7,0.0,2097.0,1580.6,96326.6,3317.7,101785.6,105275.3,25255.9,128652.3,148
414.2,0.0,100192.5,98376.7,70991.8,70258.2,0.0,1502.8,1580.6,98326.4,2699.7,103867.5,106673.3,23240.1,128652.3,148
416.4,0.0,100190.6,98376.7,70992.1,70258.6,0.0,1340.8,1583.7,99645.5,2540.5,105692.2,108331.6,21422.5,128652.3,148
419.0,0.0,100184.3,98372.2,70991.1,70257.8,0.0,1335.6,1583.7,99901.1,2524.5,105741.2,108364.5,21373.6,128652.3,148
421.5,0.0,100183.3,98372.3,70991.2,70257.9,0.0,1322.8,1583.7,100525.9,2521.5,106074.5,108693.9,21041.1,128652.3,148
423.6,0.0,100182.8,98372.9,70991.7,70258.4,0.0,1299.9,1583.7,101524.0,2488.0,106909.0,109493.9,20207.7,128652.3,148
426.5,0.0,100080.1,98372.7,70986.1,70258.6,0.0,1220.9,1586.7,102597.4,2412.5,107887.6,110393.4,19232.7,128652.3,148
430.2,0.0,100066.4,98368.0,70985.4,70258.5,0.0,862.3,1586.7,98090.7,2032.9,104016.4,106094.0,23152.5,128652.3,148
432.2,0.0,100065.7,98367.9,70985.3,70258.4,0.0,852.7,1586.7,98386.8,2014.4,104265.1,106324.1,22903.9,128652.3,148
434.9,0.0,100065.0,98367.8,70985.4,70258.6,0.0,834.6,1586.7,98992.6,1995.1,104535.3,106575.0,22633.7,128652.3,148
437.2,0.0,100016.8,98366.4,70983.0,70258.0,0.0,813.9,1589.7,99851.6,1978.5,105302.2,107325.3,21866.8,128652.3,148
440.1,0.0,100017.7,98385.1,71003.3,70279.1,0.0,585.5,1589.7,99262.5,1760.1,104929.6,106733.9,22251.3,128652.3,148
442.7,0.0,99908.6,98279.3,70991.4,70267.4,0.0,541.6,1589.7,100099.6,1577.4,106568.6,108189.1,20665.5,128652.3,148
445.3,0.0,99932.4,98305.9,71042.6,70318.2,0.0,535.9,1589.7,100989.1,1570.0,107121.4,108734.5,20115.5,128652.3,148
448.0,0.0,99739.0,98119.8,71078.2,70353.0,0.0,530.8,1591.7,101952.5,1578.2,107822.1,109443.4,19417.4,128652.3,148
451.2,0.0,99589.3,98004.3,70992.7,70269.7,0.0,444.4,1591.7,98181.5,1483.8,103532.5,105059.2,23750.3,128652.3,148
454.1,0.0,99558.0,98004.8,70992.1,70270.4,0.0,404.4,1591.7,98179.3,1432.9,103663.1,105139.0,23639.7,128652.3,148
459.1,0.0,99551.1,98012.4,71001.2,70280.9,0.0,357.9,1597.7,101327.5,1382.0,106806.5,108231.3,20519.6,128652.3,148
462.1,0.0,99548.3,98009.6,71001.1,70280.7,0.0,359.0,1597.7,102089.7,1389.6,107935.5,109368.0,19390.1,128652.3,148
466.6,0.0,99540.1,98002.9,70999.9,70279.9,0.0,358.6,1597.7,101537.2,1386.7,107268.9,108698.6,20056.8,128652.3,148
469.4,0.0,99532.7,97995.8,70997.8,70278.4,0.0,358.0,1600.7,101670.9,1382.0,107491.8,108916.7,19834.2,128652.3,148
472.5,0.0,99522.3,97985.4,70995.4,70276.0,0.0,357.7,1600.7,104117.4,1382.3,109886.5,111311.7,17439.7,128652.3,148
476.4,0.0,99500.8,97963.2,70994.5,70275.2,0.0,360.2,1600.7,99330.4,1394.0,104992.0,106428.9,22332.9,128652.3,148
479.4,0.0,99439.7,97904.1,70990.7,70273.2,0.0,359.1,1604.7,102091.8,1383.7,108153.7,109580.3,19171.8,128652.3,148
482.2,0.0,99336.4,97808.9,70984.5,70267.1,0.0,365.0,1604.7,103608.8,1396.5,109206.0,110645.3,18116.6,128652.3,148
486.3,0.0,99333.9,97804.4,70983.9,70265.5,0.0,358.7,1604.7,104313.2,1401.0,109637.8,111081.7,17688.0,128652.3,148
489.2,0.0,99297.9,97768.4,71001.5,70283.1,0.0,359.3,1604.7,106048.5,1385.2,111503.1,112931.2,15822.3,128652.3,148
491.6,0.0,99325.2,97793.8,71124.9,70404.7,0.0,367.4,1604.7,104675.3,1395.7,109621.5,111060.3,17699.6,128652.3,148
494.5,0.0,99199.8,97667.8,71070.1,70349.3,0.0,373.5,1604.7,105208.4,1399.8,110411.6,111854.6,16906.5,128652.3,148
497.7,0.0,99166.4,97634.7,71039.1,70318.5,0.0,368.0,1604.7,104961.6,1392.6,109909.1,111344.8,17411.8,128652.3,148
500.7,0.0,99168.2,97636.5,71041.3,70320.7,0.0,367.6,1604.7,105651.0,1401.4,110956.9,112401.4,16364.1,128652.3,148
503.4,0.0,99159.8,97641.7,71044.7,70326.4,0.0,365.5,1604.7,106921.5,1386.8,112174.2,113604.1,15147.9,128652.3,148
507.7,0.0,99158.9,97641.6,71044.5,70326.3,0.0,360.1,1604.7,105455.6,1382.0,110758.1,112183.2,16566.7,128652.3,148
513.0,0.0,99157.5,97641.4,71044.0,70326.2,0.0,359.5,1604.7,101050.9,1382.2,106056.1,107481.4,21269.0,128652.3,148
515.9,0.0,99156.9,97640.7,71043.5,70325.6,0.0,359.9,1604.7,101434.3,1393.9,107430.8,108867.8,19894.1,128652.3,148
518.3,0.0,99156.5,97640.5,71043.2,70325.4,0.0,360.1,1604.7,101680.6,1384.5,107649.8,109077.4,19675.0,128652.3,148
522.5,0.0,99153.2,97637.6,71042.7,70324.9,0.0,360.6,1604.7,106409.2,1383.6,111600.8,113027.5,15723.7,128652.3,148
525.2,0.0,99152.4,97636.9,71042.0,70324.3,0.0,359.6,1604.7,106881.0,1393.9,112160.0,113597.0,15165.0,128652.3,148
529.3,0.0,99150.8,97635.6,71042.0,70324.1,0.0,359.7,1604.7,108049.0,1382.6,113044.7,114470.4,14279.6,128652.3,148
533.2,0.0,99147.8,97633.2,71040.8,70323.4,0.0,359.9,1604.7,109452.3,1383.1,114340.4,115766.7,12984.4,128652.3,148
538.6,0.0,99183.2,97667.8,71083.9,70366.3,0.0,359.9,1604.7,106107.6,1392.9,110977.3,112413.3,16347.6,128652.3,148
542.2,0.0,99203.9,97671.8,71096.8,70370.7,0.0,378.5,1604.7,104206.9,1407.4,108977.4,110428.0,18338.1,128652.3,148
545.1,0.0,99198.5,97667.7,71092.5,70367.0,0.0,378.1,1604.7,104502.2,1405.5,109962.0,111410.6,17353.8,128652.3,148
548.9,0.0,99186.5,97668.4,71090.3,70370.5,0.0,366.4,1604.7,106824.3,1390.2,111642.3,113073.9,15681.1,128652.3,148
552.9,0.0,99145.2,97629.0,71050.0,70331.1,0.0,360.2,1604.7,111628.2,1382.9,116373.5,117799.7,10951.0,128652.3,148
555.7,0.0,99170.3,97654.0,71075.1,70356.1,0.0,360.2,1604.7,110568.5,1394.4,115311.6,116749.3,12013.5,128652.3,148
559.5,0.0,99169.8,97653.6,71074.9,70356.0,0.0,359.5,1604.7,113243.6,1382.7,117959.0,119385.1,9365.8,128652.3,148
563.2,0.0,99164.2,97647.3,71073.7,70354.4,0.0,362.7,1604.7,110965.6,1384.8,115684.3,117112.4,11639.0,128652.3,148
566.4,0.0,99162.7,97646.1,71073.0,70353.8,0.0,361.7,1604.7,104113.0,1385.8,108779.2,110208.3,18544.6,128652.3,148
568.8,0.0,99164.9,97649.0,71078.3,70359.4,0.0,361.7,1604.7,104398.7,1384.9,109121.8,110549.9,18202.1,128652.3,148
571.1,0.0,99171.5,97655.1,71085.1,70365.5,0.0,360.4,1604.7,97631.2,1390.8,102183.1,103617.2,25141.4,128652.3,148
